UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561198352793022,1,N/A,Recommended,"Standard tabletop-style roguelike deckbuilder with a zombie survival flare. Still sufficiently challenging with interesting zombie variants. I wish we got to see the potential characters we will be able to play in the full version (something to look forward to), and that your gold didn't reset when you made it back to base (without dying). It also feels like a waste when you encounter an NPC shop early in your map when you have no gold because you can't return to them later - rather, they aren't there if you do return. Could just be the fault of randomly generated maps, though. Overall, it's a pretty decent game.",1.4 hrs on record,N/A
76561198352793022,1,N/A,Recommended,Cute and heartbreaking. They don't tell you about the heartbreak. Prepare for all the feels... and LORE.,2.3 hrs on record,N/A
76561198352793022,1,N/A,Recommended,"I love all of the improvements, and I know there are more to come. It just keeps getting better. I like to binge play for a few days or weeks and then take a break. Whenever I return, the game is just a little bit better and I don't mind having to start over for the bigger improvements. It's just the right amount of challenging and relaxing. I will keep coming back to Going Medieval.",404.0 hrs on record																					(381.9 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"The tutorial doesn't explain enough, especially the scoring lines, but after a few rounds I managed to figure it out and had fun. It's definitely a BIG NUMBERS MAKE BRAIN HAPPY game, making you want to keep playing even though you're not doing much. Fun casual game that doesn't require a lot of skill, just decent luck and strategy.",5.4 hrs on record																					(2.8 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"Not quite Solitaire, but better than Balatro! I don't know if any of the future characters will require sequential card combos (as is standard in Solitaire), but the base game with the Wizard doesn't - and that's okay! I love the aesthetic and creative card effects (both negative and positive) that challenge the already challenging gameplay. It took me about 5 play throughs to fully understand the mechanic and features, but I kept wanting to try again; and that's key to making a challenging game FUN. Also, thank you for allowing the game speed to be adjusted. Once I found my flow, I turned it up to 2x speed and felt my dopamine spike seeing those combo modifiers applied faster. I played this demo over and over for 4 hours straight; and I could probably play it forever.",7.1 hrs on record																					(4.2 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"This game is challenging in the best way! Lots of ways to build your deck and strategize your combos to defeat enemies. New enemies are added with each map and each enemy has unique skills. It's very well balanced. There are secrets to discover and boons that enhance your gameplay in various ways. Plus, they are consistently improving the game since it's in Early Access at the time of me writing this. I would only ask that there is a setting to speed up the enemy animations since it is turn-based combat. The game seems to slow down on the enemy's turn, especially when it's just the counter ticking down.",24.0 hrs on record																					(18.3 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"This is such a fun demo! I love how easy the cards are to understand and the all around art style is gorgeous. The combat is familiar, allowing the combos to the major highlight. From discovering a new combo to the illumination of the icons as you build them,  it's a wonderful experience. This game is more than just a roguelike reskin.",0.7 hrs on record,N/A
76561198352793022,1,N/A,Recommended,"It's fun to play with friends or solo, though after the first few in-game years it feels repetitive. It's been nice to have updates that bring in a little variety to spice up the monotony a little.",528.1 hrs on record																					(495.9 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"The HoloCURE to Bullet Heaven boredom! I know NOTHING about the Holo Live Vtubers, but this game is incredibly fun even without the knowledge. It's a well-balanced game with no frills. The addition of the gatcha shop to unlock new girls is cheeky, but even better is the surprise of the Holo House. I had no idea what I was walking into when I unlocked the Holo House and it turned this really fun take on a trending game genre into a mind-blowing experience. I won't spoil it for you. If you can, go into it blind like I did. I'm sure it has some tie-in to the Holo Live scene too. TL;DR Super fun, well-balanced, and a nice surprise in the Holo House unlock.",16.7 hrs on record																					(2.2 hrs at review time),N/A
76561198352793022,1,N/A,Recommended,"It's fun and challenging! The description of some of the specialty dice is unclear, but it only takes a bit of fiddling to figure them out.",6.6 hrs on record,N/A
