UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561197999259031,1,N/A,Recommended,"Beaver city-builder that elevates itself above the rest by focusing on water control and flows. Your entire existence depends on water and you can build floodgates and dams and levees to direct it wherever you choose. In the wet season you need somewhere for all the water to go- in the dry season you need to carefully manage your storage if you're going to make it through. Fun times, very chill, and stacking up homes and warehouses is extremely compelling. Highly recommend!",98.5 hrs on record																					(98.0 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,"Single player tableau builder with an engineering theme - find parts on your wanderings and add them to your starting parts then distribute them between your two squaddies. Connect colored generators with various outputs- create healing potions, shoot lasers at your enemies, slow them down, speed your team up. Every turn you have to solve a puzzle by deciding what to power to both damage your enemies and deny your enemy's actions by manipulating the turn order. The game's reward mechanism rewards quick defeat of enemies so you have to balance risk vs reward. There's a lot of randomness- there are only a few enemy types and groups, but the parts you as rewards or sitting waiting to be taken are drawn from a good-sized pool. Some rounds you find a really cool combo, and some rounds you limp along. It can be uneven, and feel unfair that none of the parts you found seem to work together and you get stuck in a downward loop of bad rewards until eventually you are beaten a stalagmite and some sort of time-storm. (For example.) Anyways, it's mostly fun and when it's good, it's very good. I strongly recommend. A really interesting design with a lot of room to grow and refine into something great.",5.2 hrs on record,N/A
76561197999259031,1,N/A,Recommended,"Gigantic is back! Fluid and frantic in the moment-to-moment, high TTK keeps engagements strategic, the heroes have designs that are both thematic and extremely interesting (especially in combination with one another) - very strongly recommend. Matchmaking seems to be weird but that's my only complaint.",9.2 hrs on record																					(2.8 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,"If they don't suffocate, they starve. Sorry, little colonists. I'm doing my best.",91.3 hrs on record																					(70.8 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,"Cute city-builder, but frustrating and shallow. Frustrating: No grid snapping feature- walls and paths are a pain to line up. Buildings, too. There are overlays for ore and soil fertility, but nothing else. Want to see if your parks and such are reaching your structures? Too bad, won't happen. Random events pop up but they have minimal impact on the game. Seasons change but the only difference is that your pops need more fuel for their houses in the winter. You can't click on a given pop (perhaps you're curious where your miners live) and you can't check who's working where. There's list of your people but you can't do anything with it. Shallow: People don't seem to care where they work- miners are as happy as fisherfolks, who are as happy as farmers, etc. Population simulation- your pops want luxuries appropriate to their class, but they don't care which luxury and there's no effect to any of them. They're either happy because they have Furniture or unhappy because they don't have anything. Your king (or whatever) asks you for resources but there's no downside or time limit. Fill them at your leisure. You also seem to get nothing from it. You can't track inputs and outputs, or see what's going where except to watch people coming and going from place to place. No meaningful traffic / congestion mechanics and if there is, I can't see one. It doesn't matter if everybody in your town uses one road to go in and out. There also aren't any carts, wheelbarrows, or other contraptions. Everybody just walks. Social dynamics underdeveloped- some of the random events make a given social class more or less happy or safe and that's about it. Workforce management boils down to 'leave some people as workers and assign the rest to a class of workplace.' You can adjust the numbers of workers at an individual workplace but that's tedious. There's also no way to prioritize certain kinds of work so if your situation changes you're back to changing the number manually and then watching your stockpile grow or shrink. Maybe the game changes substantially after 150 pops (the highest I got, in my second attempt) but I'm not really interested in finding out. I built supply lines for my candle-making shop and had an excess of every possible supply and spent the tail end of my time with the game waiting for more pops. I hate waiting for more pops. Even at 10x speed, it feels like everything takes forever to happen. Maybe in a year or two I'll come back and change my recommendation. If you enjoy the game, good for you. I just kept wondering when I'd get to the good part. I feel like six hours of focused play is enough to decide if a game is worth more of my time. This one, at this stage, isn't.",5.7 hrs on record,N/A
76561197999259031,1,N/A,Recommended,"Lovely. A not-idle idle game. Creative and innovative within the boundaries of its genre. 10/10, and I don't say that lightly. 'Don't bother me, I'm pondering my orb!' After further play, I will say: it remains good, sometimes slightly frustrating, some systems feel underutilized, still strong recommend",12.1 hrs on record																					(8.6 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,"Great characterization, compelling tactical combat, gorgeous art style- lots of adventures to be had. One of my all-time favorite games, a real joy to play and to strategerize with. Fantastic. Can't say enough good things about Renowned Explorers.",58.2 hrs on record,N/A
76561197999259031,1,N/A,Recommended,Strong recommend. What if Rimworld and Dwarf Fortress had a pixel art baby and a bronze age setting? Generate a random map and a random site and get to building something. Edit: Developer updates since my original review have improved the game even from when I recommended it- 8/10,89.0 hrs on record																					(55.7 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,"Highly recommend. It's a roguelite in the spirit of Dark Souls, or maybe Bushido Blade. You play as an amnesiac in a truly bleak world, fighting your way through scores of bandits and wizards and monsters. Smash (or burn) nearly everything to turn it into raw materials to upgrade the weapons you found along the way, or make an offering at an altar you find. Manage your stamina in battles, and your spacing. Dodge or parry enemy attacks to create the opportunity to swing your own weapon. Walk slow to try and notice traps (or ambushes). Mementos give fun and interesting bonuses to your stats or abilities. It is kind of a pain going through every level to get every resource you can, but at least the maps are interesting and varied.",26.3 hrs on record																					(25.4 hrs at review time),N/A
76561197999259031,1,N/A,Recommended,Highly recommend. Brilliant characters with witty and distinctive writing and beautiful art clash words and blades and bullets across a decadent world of slugmen and mutated beasts and fish-crusaders. Character development in the form of deckbuilding and relationship building. I got 40 extremely entertaining hours out of it (multiple playthroughs). Cool!,49.8 hrs on record																					(49.6 hrs at review time),N/A
76561197999259031,2,N/A,Recommended,Vampire Survivors + Diablo 2. Good-looking pixel art and tight gameplay mechanics. A lot of little details that show me that the devs are true fans of both genres and styles of game. Fantastic in its own right. Active devs with thought-out changes and improvements (so far!) Strong recommend.,14.4 hrs on record																					(4.6 hrs at review time),N/A
