UserID,Page,Game,Genre,Rating,Review,Playtime,PostedDate
76561197986997483,1,Age of Wonders III,"RPG, Strategy",Recommended,"I could never really figure out why I didn't care for the Age of Wonders series when I liked all the other similar games like Disciples, HOMM, Etherlords.  On the one hand, the games are often the prettiest examples of the genre at the time they came out, but then you open the package and everything is just so slow.  All the units move slow, there's nothing very interesting to explore on the map other than cities you have to conquer, when you finally upgrade your hero, none of the skills are exactly game changing.  the first game had some terraforming spells and units and I always hope the new ones will build on that but if anything terraforming becomes less important (certainly compared to the slightly more Civ-like game Warlock).  I don't know.  I just need more of a feeling of exploration and development beyond a bigger army and conquering the map.",16.5 hrs on record,N/A
76561197986997483,1,Pilgrims,"Adventure, Casual, Indie",Recommended,"This game isn't really my sort of thing.  First of all it looks like a card game, but there's no card game element at all.  The cards are just items like in any other adventure game.  Basically, the game is that you drag the items over various things in the environment and see what happens.  it's not really puzzle solving like in a traditional adventure because the game wants you to try every combination so you can see all the cute animations.  It also wants you replay the game many times because you can't see all the combinations in one play through.  I guess I find all the trying everything a bit tedious and would rather the story be presented more straightforwardly as a choose your own adventure, maybe.",1.0 hrs on record,N/A
76561197986997483,1,Cosmobreeder Yiffai,"Action, Adventure, Indie",Recommended,"I really like the map layout and all the secrets and upgrades and extra things to do in this platformer, but the boss fights are really difficult slogs that I'm just not up to.    The game offers cheats if you die and i've decided to take them and make my attacks twice as strong for each boss, I guess because the cheats are suggested by the game, I will still give it a thumbs up. Again, the parts that aren't the boss fights are fabulous.  It's probably the most enjoyable platformer I've played since Monster Boy and the Cursed Kingdom on that account.  I would have a love a Star Fox game like this one the SNES back in the day.",5.7 hrs on record																					(5.3 hrs at review time),N/A
76561197986997483,1,Samorost 3,"Adventure, Casual, Indie",Recommended,"I played Samorost way back in the Kongregate days and thought it looked neat but there wasn't much game there.  I think my sister bought me Samorost 2 here on Steam, though I may be wrong about that, but regardless, I didn't really care for that.  it was very short for a premium game and the art was about the same as Samorost 1.  In neither case were the puzzles worth mentioning since there were all click on everything that is clickable then find out if you progress.  But THIS GAME is GREAT.  It has so much more to show than Samorost 2 and the puzzles finally feel more like puzzles.  Part of why this is possible now, is because the game does more to tell you what the goal of the area is rather than just let you find out when it happens.  The environments have a lot more diversity and detail too.  I like the universe which at times reminds me of The Little Prince or Fantastic Planet (La Planete Sauvage) and even a bit of the works of my favorite animator, Jan Svankmajer, I say it reminds me of these things, but it is still very much it's own thing. After a kind of neat first game, and a disappointing second game, finally there's one that's highly recommended.  And I probably wouldn't have found this out if the developers hadn't been supporters of Ukraine.  I bought the game because it was on a sale where they gave all the profits to a humanitarian aid charity for Ukraine.",2.2 hrs on record,N/A
76561197986997483,1,Samorost 1,"Adventure, Casual, Indie",Recommended,It's cute.  It's free.  It's short.,0.2 hrs on record,N/A
76561197986997483,1,Demeo,"Adventure, Indie, RPG, Strategy",Recommended,"The package is very nice.  The controls to zoom around and turn the camera work really well in VR.  But it's missing the parts of an RPG that make it interesting for me to play.  There's no focus on story or solving puzzle or riddles, just opening doors and fighting monsters.  A bit like Hero quest, I guess.  Not for me.",0.3 hrs on record,N/A
76561197986997483,1,Isles of Sea and Sky,"Adventure, Indie",Recommended,"I haven't finished this yet, but I love what I've played so far.  i particularly how they fit more than one puzzle onto 1 screen and that there are lot of different types of puzzles, some of which are sort of secrets you'd see in NES games but are much better clued here (but you don't necessarily recognize the clue when you see it.)",24.1 hrs on record																					(4.0 hrs at review time),N/A
76561197986997483,1,Aeon's End - The New Age,"Adventure, Indie, Strategy",Recommended,"The campaign mode is great--not because of the boring story but because I like the way you upgrade the cards you buy from the supply from boss to boss.  It makes me feel like I'm developing my characters and gives the game a bit more substance.  I think it could be better still.  Rather than choosing different heroes each time, it'd be nice to have the same ones and choose ways for them to develop too like in the Legacy version of this.  I really hope they make more of this.",0.0 hrs on record,N/A
76561197986997483,1,N/A,N/A,Recommended,"The colors seem really over saturated to me.  it's not as nice to look at as the original game.  i suppose that's just personal taste, but it doesn't make me want to rebuy it.  Also, it's kind of blurry when I run which makes me feel a bit sick.",0.3 hrs on record,N/A
76561197986997483,1,A Date in the Park,Adventure,Recommended,"I always leave reviews of games I complete partly just for myself.  I do feel a bit bad about leaving a poor review for a free one that wasn't overly bad, but I really wouldn't recommend this.  Its ending isn't really very satisfying.  It feels like the bad ending in a game that should have three endings.  And leading up to it is just walking everywhere and looking at everything over and over again with little direction until the plot advances (reminds me a bit of Phantasmagoria 2 on that account.)  But I suppose this is probably a first attempt by the developer to get experience to build a proper game, and I would be happy to try that game.  All the other games by Cloak and Dagger Games look intriguing.  (although also given the role of the duckling in this game, I'm not sure I would agree with this designer's moral outlook, so do I really want to spend more time in their world?) For this game to get a good review it would have to at least add in the other endings it calls out for based on your choices, Especially because it does seem to ask you to make some more moral choices along the way like do you help the duck (although I think you probably are forced to make them for the game to advance so I guess they aren't choices....)  For this game to knock it out of the park, it would need puzzles and for the ""riddles"" to actually be riddles you have to solve.",0.9 hrs on record,N/A
