UserID,Page,Game,Genre,Rating,Review,Playtime,PostedDate
76561198834338810,1,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",Recommended,Awesome wallpapers works flawless on mobiles too,4.1 hrs on record																					(3.8 hrs at review time),N/A
76561198834338810,1,Split Fiction,"Action, Adventure",Recommended,The mad lad has done it again,18.6 hrs on record																					(1.1 hrs at review time),N/A
76561198834338810,1,RUINER,"Action, Indie",Recommended,true Cyberpunk aesthetic,14.8 hrs on record,N/A
76561198834338810,1,The Ascent,"Action, Adventure, Indie, RPG",Recommended,Very nice,27.6 hrs on record																					(9.7 hrs at review time),N/A
76561198834338810,1,Aliens: Fireteam Elite,"Action, RPG",Recommended,Short and sweet fun,10.9 hrs on record,N/A
76561198834338810,1,Teenage Mutant Ninja Turtles: Shredder's Revenge,"Action, Adventure, Casual, Indie",Recommended,nostalgia reloaded,3.6 hrs on record,N/A
76561198834338810,1,Black Myth: Wukong,"Action, Adventure, RPG",Recommended,return to monke ♥♥♥♥♥ out for harambae,34.7 hrs on record																					(3.1 hrs at review time),N/A
76561198834338810,1,ACE COMBAT™ 7: SKIES UNKNOWN,"Action, Simulation",Recommended,I'm on the highway to the danger zone,6.5 hrs on record																					(5.6 hrs at review time),N/A
76561198834338810,1,Trepang2,"Action, Indie",Recommended,Successfully reminded me of F.E.A.R,10.5 hrs on record,N/A
76561198834338810,1,Tom Clancy's Ghost Recon® Wildlands,"Action, Adventure",Recommended,"cartel hunter simulator,maybe the last good ubi game but they ♥♥♥♥♥♥ the servers",37.8 hrs on record																					(19.5 hrs at review time),N/A
76561198834338810,2,Ready or Not,"Action, Adventure, Indie",Recommended,WHAT AN EXPERIENCE,46.4 hrs on record																					(7.9 hrs at review time),N/A
76561198834338810,2,Destiny 2,"Action, Adventure, Free To Play",Recommended,lovin it,52.2 hrs on record																					(37.2 hrs at review time),N/A
76561198834338810,2,MULLET MADJACK,"Action, Indie",Recommended,daaaaaaaaaaaaaamnnnnnnnnnnnnnnn ♥♥♥♥♥♥♥ love it makes me all dizzy,5.7 hrs on record																					(3.2 hrs at review time),N/A
76561198834338810,2,Sekiro™: Shadows Die Twice - GOTY Edition,"Action, Adventure",Recommended,one of the best games i have ever played,41.6 hrs on record,N/A
76561198834338810,2,Risk of Rain 2,"Action, Indie",Recommended,good for a while,6.8 hrs on record,N/A
76561198834338810,2,Halo: The Master Chief Collection,Action,Recommended,"played the first one,looking up to the story",40.7 hrs on record																					(13.8 hrs at review time),N/A
76561198834338810,2,Hellblade: Senua's Sacrifice,"Action, Adventure, Indie",Recommended,the story only is good the puzzles and the combat is straight ass,11.6 hrs on record,N/A
76561198834338810,2,Hi-Fi RUSH,Action,Recommended,"I loved this game,it was so ♥♥♥♥♥♥♥ awesome I really really wanted a sequel but microsoft has apparently shut down this gem of a studio. Sad to think i was gonna get gamepass for early access to tangoworks games Not anymore!!",13.5 hrs on record,N/A
76561198834338810,2,HELLDIVERS™ 2,Action,Recommended,"Finally fixed it,hope for better updates",249.4 hrs on record																					(11.0 hrs at review time),N/A
76561198834338810,2,Bright Memory: Infinite,"Action, Indie",Recommended,cod campaign but better and moree fun,3.8 hrs on record																					(3.1 hrs at review time),N/A
76561198834338810,3,Firewatch,"Adventure, Indie",Recommended,"WHAT A THRILLING EXPERIENCE,IT WAS BITTERSWEET AND SOMETIMES FULL OF HORROR TOO. A MINI MASTERPIECE",5.4 hrs on record,N/A
76561198834338810,3,L.A. Noire,"Adventure, Strategy",Recommended,HIGS REPRESENT,9.4 hrs on record																					(8.3 hrs at review time),N/A
76561198834338810,3,My Friend Pedro,"Action, Indie",Recommended,John wick cute edition,5.6 hrs on record																					(3.2 hrs at review time),N/A
76561198834338810,3,Remember Me,"Action, Adventure",Recommended,"IT WAS MEH!! ALAS I WONT ""REMEMBER""IT",11.5 hrs on record,N/A
76561198834338810,3,DOOM Eternal,Action,Recommended,ONE OF THE BEST FPS OF THIS DECADE.DEMON GO BOOM. ME LIKEY,47.0 hrs on record																					(8.7 hrs at review time),N/A
76561198834338810,3,Wolfenstein: The Old Blood,Action,Recommended,woooooooooooooooo,11.0 hrs on record,N/A
76561198834338810,3,N/A,N/A,Recommended,G.O.A.T,10.8 hrs on record,N/A
76561198834338810,3,Max Payne 3,Action,Recommended,"its pain to the max.Gorgeous visuals,man on fire inspired cinematography and banginng bllod and headshots",18.9 hrs on record																					(4.5 hrs at review time),N/A
76561198834338810,3,Max Payne 2: The Fall of Max Payne,Action,Recommended,STRAIGHT UP CLASSIC.PLAYED IT IN 2021 TO RELIEVE THE NOSTALGIA. DID'NT DISAPPOINT,7.1 hrs on record																					(4.2 hrs at review time),N/A
76561198834338810,3,Kane & Lynch 2: Dog Days,Action,Recommended,THE AESTHETIC FOR ME FORGIVES EVERY OTHER SIN THIS GAME COMMITS,17.1 hrs on record																					(11.1 hrs at review time),N/A
76561198834338810,4,Half-Life 2,Action,Recommended,SO WELL MADE,21.2 hrs on record																					(2.5 hrs at review time),N/A
76561198834338810,4,APE OUT,"Action, Indie",Recommended,"FUN MUSIC,FUN GAMEPLAY,FUN APE 10/10",5.1 hrs on record,N/A
