Steam ID,App ID,Game Name,Playtime (hours),Genres,Achievements
76561198012450682,16100,Virtual Villagers: A New Home,18.216666666666665,"Casual, Simulation",0
76561198012450682,11050,Dracula: Origin,14.45,"Adventure, Casual",0
76561198012450682,3590,Plants vs. Zombies GOTY Edition,10.883333333333333,Strategy,2
76561198012450682,32360,The Secret of Monkey Island: Special Edition,17.016666666666666,Adventure,0
76561198012450682,37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",0.0166666666666666,"Adventure, Indie",0
76561198012450682,37420,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",0.1666666666666666,"Adventure, Indie",0
76561198012450682,35070,Flora's Fruit Farm,0.3333333333333333,Casual,0
76561198012450682,40330,Secret Files: Tunguska,3.566666666666667,Adventure,0
76561198012450682,550,Left 4 Dead 2,38.083333333333336,Action,19
76561198012450682,33600,Broken Sword 2 - the Smoking Mirror: Remastered (2010),12.216666666666669,"Adventure, Casual",5
76561198012450682,33610,Broken Sword 3 - the Sleeping Dragon (2003),25.083333333333332,Adventure,0
76561198012450682,38700,Toki Tori,0.4666666666666667,"Casual, Indie",1
76561198012450682,38130,Farm Frenzy 2,147.61666666666667,Casual,0
76561198012450682,38140,Farm Frenzy: Pizza Party,95.1,Casual,0
76561198012450682,46750,Dark Fall: Lost Souls,4.25,"Adventure, Indie",0
76561198012450682,39610,Agatha Christie: Evil Under The Sun,0.6,Adventure,0
76561198012450682,63110,Alter Ego,3.6,Adventure,0
76561198012450682,34270,SEGA Mega Drive and Genesis Classics,10.15,"Action, Adventure, Casual, RPG",1
76561198012450682,57640,Broken Sword: Director's Cut (2009),26.716666666666665,Adventure,0
76561198012450682,46550,Post Mortem,0.9166666666666666,Adventure,0
76561198012450682,2400,The Ship: Murder Party,2.6166666666666667,"Action, Indie, RPG",0
76561198012450682,2420,The Ship: Single Player,0.65,"Action, Indie, RPG",0
76561198012450682,2430,Unknown,0.9,,0
76561198012450682,80330,The Blackwell Legacy,8.733333333333333,"Adventure, Indie",2
76561198012450682,80340,Blackwell Unbound,10.833333333333334,"Adventure, Indie",3
76561198012450682,80350,Blackwell Convergence,5.55,"Adventure, Indie",6
76561198012450682,80360,Blackwell Deception,7.416666666666667,"Adventure, Indie",14
76561198012450682,207610,The Walking Dead,92.45,Adventure,48
76561198012450682,94300,The Dream Machine: Chapter 1 & 2,2.033333333333333,"Adventure, Casual, Indie",0
76561198012450682,7210,"Runaway, A Road Adventure",0.0,Adventure,0
76561198012450682,7220,"Runaway, The Dream of The Turtle",0.0,Adventure,0
76561198012450682,58560,Runaway: A Twist of Fate,0.0,Adventure,0
76561198012450682,58570,The Next BIG Thing,0.0,Adventure,0
76561198012450682,205840,Yesterday,0.0,Adventure,0
76561198012450682,219910,Edna & Harvey: Harvey's New Eyes,7.033333333333333,"Adventure, Indie",0
76561198012450682,223470,POSTAL 2,2.033333333333333,"Action, Adventure, Indie",4
76561198012450682,218680,Scribblenauts Unlimited,49.13333333333333,"Adventure, Casual, Strategy",16
76561198012450682,209950,Triple Town,42.45,"Casual, Indie, Strategy",9
76561198012450682,203830,The Dark Eye: Chains of Satinav,2.8666666666666667,"Adventure, Indie",4
76561198012450682,212500,The Lord of the Rings Online™,4037.25,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",0
76561198012450682,206480,Dungeons & Dragons Online®,6.75,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",0
76561198012450682,230050,DLC Quest,3.466666666666667,Indie,6
76561198012450682,242920,Banished,0.3833333333333333,"Indie, Simulation, Strategy",0
76561198012450682,231740,Knights of Pen and Paper +1 Edition,2.3,"Indie, RPG",5
76561198012450682,231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,0.9333333333333332,"Action, Adventure, Casual",3
76561198012450682,246900,Viscera Cleanup Detail,9.283333333333331,"Indie, Simulation",6
76561198012450682,255520,Viscera Cleanup Detail: Shadow Warrior,0.0,"Indie, Simulation",0
76561198012450682,265210,Viscera Cleanup Detail: Santa's Rampage,3.65,"Gore, Indie, Simulation",3
76561198012450682,247020,"Cook, Serve, Delicious!",3.25,"Action, Indie, Simulation, Strategy",0
76561198012450682,249360,Zafehouse: Diaries,45.31666666666667,"Indie, RPG, Simulation, Strategy",3
