Steam ID,App ID,Game Name,Playtime (hours),Genres,Achievements,Reviews
76561198352793022,400,Portal,1.2666666666666666,Action,0,"全流程4小时，还不错，最喜欢部分的是：以一个速度进入传送门时，会以同样的速度从另一个传送门飞出
V社牛逼
 | Minha análise sincera de Portal.

Queria eu fazer uma análise sincera sobre esse jogo, mas não há necessidade, esse jogo dispensa qualquer elogio, um jogo a frente de seu tempo, criativo, divertido, com uma das melhores vilãs que já vi, isso só ouvindo sua voz.

Still Alive, esse jogo é GOAT e sempre será. | Fun game, burns a lot of time. Its really fun, and has great puzzles. this is an example of what games should be like. this game is magnificant, if there was a horror game like this i would be in love frr. This game is amazing

10/10!!! | 07년도에 출시한 3D 퍼즐 게임.

제목대로 포탈을 타면서 여러 퍼즐들을 해치우면 되는 그런 게임이다.

출시된지 오래된 게임이지만, 완성도가 굉장히 높은 게임이고 이를 증명하듯 현재에도 많은 유저들이 플레이하고 있는 갓겜.

3D멀미가 있는 사람들에게는 조금 힘들 수 있고 몇몇 퍼즐은 피지컬적인 요소가 꽤 들어가 있지만, 퍼즐의 완성도는 정말 높은 게임.

참고) 오래된 게임인만큼 커뮤니티나 인터넷에 공략들도 많이 돌아다니고 있으니 진행하다가 혹은 도전과제  진행시 막히면 참고도 가능하다. | jogar portal é igual chupar priquito, você não sabe oq tá fazendo, mas se sente muito bem depois de chegar onde quer. 😂"
76561198352793022,105600,Terraria,253.45,"Action, Adventure, Indie, RPG",51,"很好的Terraria,使我童年旋转。
差不多7年前，我的小学同学就发现了这款大作，那时手机版还没有心动，只有应用商店里的1.2版本，对于当时的我们，手机版1.2只有两个滑轮键控制移动和瞄准，并且局域网联机方便，十分益于上手。我和几个哥们一放假就聚在一起play。当时我们卡在世纪之花这个boss，就聚在学校小花园商量战术，没想到我自己直接单挑过了，还有我第一次打过肉山，是拿蜜蜂手雷和它同归于尽，真的很怀念1.2陪伴我的时光，之后1.2下架，国服代理，为了玩上1.3的泰拉，我在好游快爆苦苦地种玉米（当时可以以此换取游玩资格，否则就要花钱），没想到最后发现还需要早起抢购资格，而我当时可能在上学，没有抢到，努力直接白费。我和同学只能在网上寻找那些还没下架1.2的网站继续玩。
从小学到了初中，以前玩泰拉的朋友各奔东西，但我对泰拉的热情依然不减，后来出了手游国际版我便立即下载，顶着看不懂的英文，摸索1.3的机制，专家模式掉落的装备我都从未见过，新鲜感和好奇心油然而生，初中期间我也找到了一两个一起玩的，使我不至于太孤独。疫情之前，我从来都是只玩手机版泰拉，知道疫情上网课，我终于有机会玩上电脑版了。当时的我对电脑并不精通，也不知道steam是什么东西，于是就在360浏览器直接搜泰拉瑞亚，经过一天的寻找，我也是下到了盗版泰拉（当时我也不知道正版要买）就这么在电脑上再通关了一遍普通模式，但这次没有任何人陪伴，只有我一个人。
终于到了高中，我了解了正规的steam渠道，在打折期间花18块钱买了正版泰拉，为童年补了票，高二认识了几个志同道合的同学，一起玩了灾厄，也是乐在其中。如今，我即将成人，步入大学生活，但我的泰拉之旅还在继续，玩了十几年游戏，只有泰拉瑞亚给我的印象最深，给我带来的乐趣最多，对于陪伴了我78年的老伙计，打多少星已经不重要了，真没想到我能写这么多，回顾了一遍我的童年，我的眼里有些模糊。 | --{ Gráficos }---
☐ Te olvidas de lo que es la realidad
☐ Hermoso
☑ Bueno
☐ Decente
☐ Malo
☐ No lo mires mucho tiempo

---{ Jugabilidad }---
☑ Muy bueno
☐ Bueno
☐ Es sólo jugabilidad
☐ Mehh
☐ Simplemente no

---{ Audio }---
☑ Orgásmico
☐ Muy bueno
☐ Bueno
☐ No está mal
☐ Malo
☐ Ahora estoy sordo

---{ Audiencia }---
☐ Niños
☑ Adolescentes
☑ Adultos

---{ Requisitos PC }---
☑ Comprueba si puedes ejecutar paint
☐ Patata
☐ Decente
☐ Rápido
☐ Pregúntale a la NASA si tienen un ordenador de repuesto

---{ Tamaño del juego }---
☑ Disquete
☐ Normalito
☐ Grande
☐ Querrás un disco duro entero para albergarlo
☐ Tendrás que invertir en un agujero negro para guardar todos los datos

---{ Dificultad }---
☐ Sólo tienes que pulsar la 'W'
☐ Fácil
☐ Fácil de aprender / Difícil de dominar
☑ Uso significativo del cerebro
☐ Difícil
☐ Dark Souls

---{ Grindeo }---
☐ Nada de grindeo
☐ Solo si lo necesitas para el Leaderboards/Ranks
☐ No es necesario para progresar
☐ Nivel medio de grindeo
☐ Demasiado grindeo
☑ Necesitarás una segunda vida para grindear

---{ Historia }---
☐ Sin historia
☑ Algo de historia
☐ Promedio
☐ Bueno
☐ Encantador
☐ Sustituirá tu vida

---{ Tiempo de Juego }---
☐ Suficientemente largo para una taza de café.
☐ Corto
☐ Promedio
☐ Largo
☑ Hasta el infinito y más allá

---{ Precio }---
☐ ¡Es gratis!
☑ Vale la pena el precio
☐ Si está en oferta
☐ Si te sobra el dinero
☐ No recomendado | I have over 2k hours in this game, and I think I can safely say it's infinitely replayable and incredibly enjoyable. Great bosses, fun stat progression, sandbox building, etc. Highly recommend. | Очень классная игра. Давно играю в него спустя с мобильной версии террарии. Когда перешёл на пк версию, то было ещё веселее и приятнее. Жаль конечно что старые мобы, вещи, боссы пропали с телефонной версии, но так приятно о них вспоминать и проходить их в тмодлорде. Люблю эту игру | The game is fabulous, but a bit more handholding at the very beginning would be nice, because the moment the game started, I had no idea what I was supposed to do or how I was supposed to build anything or use my inventory, so the first few minutes were horrendous, and I was dying quite a lot, which reminded me why I instantly deleted this game many years ago when trying to play it for the very first time. This time around I decided to keep at it, and the first 10–15 hours were slow, but then I got the hang of it, and the game consumed me to the point where I lost track of time and racked up 100 hours just completing the main story and hunting for some achievements. Be prepared to keep your browser running in the background, because you are probably going be switching between the game and the Terraria Wiki quite a lot."
76561198352793022,108200,Ticket to Ride: Classic Edition,7.216666666666667,"Casual, Indie, Strategy",8,"They shut down their servers to sell their new game. It's a board game, why tf should I buy a newer version if it works fine and as intended?

I should've never purchased a game that doesn't provide the capability of setting local servers. | I love this classic edition. I only wish the devs didn't turn off my ability to continue buying the rest of the expansions. I realize that they want me to buy the new version, but I just play casually, solo against bots, so I don't need to migrate just yet.

Edit - I had all the DLCs but France. Just one left! | Absolute 0 recommendation. 
Bought the game years ago, now I cant play it anymore because servers got shut down as they need to sell their new game. And what happens with my money? Not even a discount on new release. Shame. | I'd recommend this and the tabletop version of the game.
Unfortunately Marmalade Studios, the new owners of the Intellectual Property (IP) for the electronic version haven't extended the licence to existing purchasers, nor have they (as far as I'm aware), offered a discount to encourage us to 'upgrade' to their new version; an attitude that will likely reduce their potential reach and the overall value of that IP.
Very disappointing, considering I bought the entire series for PC and mobile platforms. | This is a joke. Servers are down.
New version is the same. Stupid money grab.
Don't by from this company nothing."
76561198352793022,221810,The Cave,1.4666666666666666,Adventure,0,"A great puzzle game that offers even a bit more replayability once you think the journey is over. | ortalama bir macera oyunu
diğerlerinden farklı olarak başlangıçta seçtiğiniz 3 karaktere göre seviyeleri oynuyorsunuz, merakınızı çekiyorsa deneyebilirsiniz | A really good cute narrative driven little puzzle game. I finally got around to playing this one after years of it just sitting there and it's perfect for the StemDeck. 

You play 7 different characters, selecting 3 for each run. There's 3 universal levels per run + 1 unique stage for each character. The game is all about picking things up, moving stuff, the usual puzzle adventure stuff. 

Overall each of the stories was compelling but a few of the puzzles weren't straight forward, a few things you'd only really pick up if you were pretty attentive. 

You'll need at least 5 or 6 playthroughs if you're going for the achievements as you need to get the ""bad"" and ""good"" endings for each of the 7 characters. A few of the achievements like ""Don't fill up on fortune cookies"" require you to visit the fortune teller with each character (so you'll need to use the hillbilly + 2 others as she's unique to his level). There's also a ""no deaths"" achievement called ""Who wants to live forever"" which can be a pain if you choose the wrong characters.

Each of the runs usually took about an hour or so.

Another strange aspect is that even if the game is running at 60Hz, the animations themselves aren't 60FPS, they're directly tied to the underlying game engine, I kept wondering why the animations looked a bit strange, but apparently it's something they mentioned a while back being unable to fix. 

Overall it's a really good game, easily about 12-16 hours of content if you want to see all the stories and endings (though by the end the universal stages get repetitive narrative wise because you've seen it almost a half dozen times) | The Cave – це платформер-головоломка. Платформінг тут максимально простий та існує для галочки, а ось головоломки непогано реалізовані. Ви граєте за 3 вибраних персонажів з 7 і перемикаєтеся між ними за необхідності. У кожного героя є по 1 власній здібності. Локації та сюжет змінюються залежно від обраних героїв і щоб освоїти весь контент, потрібно пройти гру за всіх персонажів, тобто 3 рази (тоді чому їх 7, а не 9?). Але не всі рівні змінюються, просто до базових додасться по одному персональному рівню для кожного героя. Особисто мені вистачило одного проходження, я взагалі не відчув ніякої мотивації та інтересу проходити за нову трійку героїв заради 3 нових локацій.
+ Цікаві та логічні головоломки. Хоча на деяких локаціях трапляються далеко не очевидні.
+ Локальний кооп.
+ Дуже хороші анімації.
+ Прикольні головні герої та їх історії.
+ Голос за кадром, який додає атмосфери та видає смішні репліки.

- Грі сильно не вистачає різноманітності та глибини в ігровому процесі.
- Часто доводиться займатись бектрекінгом.
- Гра дуже монотонна і некваплива, всі дії дуже повільні та тягучі.
- Невиразний та одноманітний візуальний стиль. Багато локацій дуже схожі одна на одну.
- Лок на 30 fps.

Гра вийшла слабкою та не доведеною до розуму, хоча зачатки чогось перспективного були. Вона відчувається штучно розтягнутою та відверто поганою з боку гейм-дизайну.
Якщо хочете платформер-головоломку за 3 персонажів + кооп., тоді краще придивитися до серії Trine.
6.5 / 10 | Le fait de devoir choisir un trio de personnages rend chaque expérience différente. L'humour est bien amené et les énigmes agréables à résoudre. Le style visuel du jeu est pour moi l'un des points forts. Même pour de courtes cessions de jeu, on ne se sent pas perdu en revenant et on reprend très facilement le cours. Je recommande fortement!"
76561198352793022,246620,Plague Inc: Evolved,6.433333333333334,"Casual, Indie, Simulation, Strategy",17,"The gameplay is fire. The concept is fire. Blink, and the world is on fire. | прикольная, но в то же время сложная игра. Постоянно нужно использовать свою мозгу - что, когда, зачем качать, а то людишки как понапридумывают лекарств своих, из-за чего капут будет твоей болезни. А ещё долбаная гренландия не заражается ваще( | This game fills me with deep rage because there will always be a colony of idiots surviving, even if you wipe out every possible continent and city. I found it ridiculous that you have to buy a DLC to play the cure mode, and how a single bacteria can make a fool of you the entire time. 
That said, one of the best games I’ve ever played, I absolutely love it. | its a fun game, but i feel like the ways to lose are a little cheap, like (YOU LOSE! NO HOST LEFT!) or when after the cure is found, people are cured stupidly fast. | 传播疾病的部分在攻略的帮助下迅速上手，但可惜解药那部分属实玩不明白"
76561198352793022,284850,Grim Legends: The Forsaken Bride,10.6,Casual,15,"轻松有趣的休闲解密游戏 | This is a great point and click, with beautiful artwork and story.  You get hints and the game leads itself, you do not do fighting, but mental puzzles that are entertaining, very clever, the story is good.  But it is the colorful artwork and scenes that are so enjoyable. | Ist in meinen Augen nicht so gut wie die Fables-Reihe, aber wer Wimmelbild/Rätselspiele mag, dem empfehle ich es. | 虽然翻译可能会迫击炮，但是这确实是am家值得一玩的系列作~ | If you like hidden object games this one is fun and pretty."
76561198352793022,286160,Tabletop Simulator,60.083333333333336,"Casual, Indie, RPG, Simulation, Strategy",4,"With the right guys it is fun.
It's not so good with dice-centered games. I like it more with card-centered games. | 好消息：发现了一个小众优质游戏
坏消息：小众游戏
本游戏最难点：说服好友购买 | 桌游模拟器，字面意思，给你一张桌子，然后啥都能玩
这游戏在中国大陆可能会有各种奇怪的网络问题，想想办法就解决了
顺带一提，这游戏配置需求主要是在一大堆能跑来整活的朋友（ | the game runs well and has a lot of cool stuff to work with. | 拿来打麻将，开了VR就是线上麻将馆。比线下开一桌更方便更划算，爽了"
76561198352793022,323190,Frostpunk,11.85,"Simulation, Strategy",2,"玩这个游戏不要做圣母的事，这帮刁民会没完没了，已经吃喝不愁了，还在那里无理取闹，闹事分帮派的时候该镇压就镇压，该处决就处决，不然一直在那里煽动，立法要聘用童工增加劳动力，利用每一份劳动力，不养闲人，难民也不要全部接收，只留下健全的的，全部接受只会被一帮病人拖死，房屋医疗之类的在刁民们没有提出要求前，就不要做，提出要求后再做可以提升希望值，达不到的要求就不要同意，不然违背诺言后站帮刁民愤怒值会剧增，死了的拖去作肥料利用好每一份资源，在这种极端条件下管理严格才能更好的生存，这游戏倒是挺上头的，一玩就停不下来 | 友情提示，章节难度从小到大依次为：方舟、难民、新家、冬日之家陨落。建议玩不过《新家》的新手小伙伴可以先玩《方舟》，上手后再玩其他章节。 | 好玩，但是重复性太高了，第一局是游戏体验最好的，后面体验就开始大打折扣了，和这是我的战争一样 | Frostpunk is the only game in my list with 10//10 rating. It broke me, made me think how desperate it can get. Its not a game you will stop thinking about once you stop playing and go back to your life. It changes you as a person. You see things in a much bigger view, and get a new look of human nature itself. I cant make comparisions of this game to any other sort of medium because it would be a desicration of its identity. It takes something really special to leave an impression on my cold heart and cynic brain, Frostpunk achieved that.

I usually get bored with strategy games quickly, but Frostpunk sucked me in. It keeps things tight and exciting, with an enemy more terrifying than any AI-controlled army: the cold. In my first playthrough, I have made terrifying sacrifices to get a handful of survivors through the winter. With other games, I would have left it at that, but with Frostpunk, my brain kept working on different strategies even in my sleep. The next day I started again and managed to build a more gentle society that was more fit for survival. Kept hundreds of people alive without crossing any serious moral lines. I'm worried, that I can't stop thinking about more effective way to build my city and society. Maybe I can do it without child labor? Maybe there's a way for me to take in all refugees I encounter? The tight focus of the game helps my thoughts get completely lost among the opportunities. Love it.
 | 豪玩！买来不到两天玩16小时了，从晚上熬到早上。很有压迫感的主线逼使着我争分夺秒一边安抚刁民一边压榨刁民。到最后140°的天全部人冻成老冰棍还有栋房子跟上火了似的一直热的发瘟，十块多带来了超越一百块的体验，好玩。"
76561198352793022,329110,Gems of War - Puzzle RPG,530.05,"Action, Adventure, Casual, RPG, Strategy, Free To Play",49,"A very fun but very poorly balanced game. I want to cover four quick points.

[h1]Lack of balance part 1 - the reason for nearly all negative reviews here (and a workaround!)[/h1]

In Gems of War the primary gameplay is broken down into games you either play against AI created teams in a variety of scenarios, or in games you play against real teams created by other players that the AI controls. The balance for the AI created teams is a bit messed up. It starts out trivially easy but scales up incredibly rapidly and caps at around level 50. The problem is that you'll soon find yourself unable to effectively compete against the AI teams. At this point it seems lots of people decide it's either go pay-to-win or call it quits.

There's a much better solution. Go play PvP. PvP will pair you against more fairly matched teams. You'll get better rewards and be able to continue leveling up your cards and team. Since the AI team scaling stops at level 50, by the time you come back to it - it'll be a cake walk. It's counter intuitive but yeah. Start by playing against AI teams and then after that do PvP until you're ready to face the AI...


[h1]Lack of balance part 2 - the fun is strictly capped[/h1]

The cards in the game are in no way balanced or is there any major attempt to balance them. Rarer cards tend to do everything less rare cards do... and more... and better. The problem is that this strictly caps the room for creative team design. You are left to take your best/rarest cards, add a mana generator (turning gems of a certain color into the one your 'win card(s)' need), and that's pretty much going to crush any other team you could make. This is really fun at first when you're regularly finding more rarer cards and your decks are constantly shifting and changing in new and interesting ways. But as you start to collect most of the top cards - the fun starts to stop. Suddenly there's not much to look forward to, and since less rare cards tend to just be worse in every possible way there's not really any sort of room for creative team design. 

[h1]Monetization - you can, but don't need to and I wouldn't want to[/h1]

The major 'grab' in this game is chasing the carrot of rarer cards. With real money you can buy these cards - or at least keys to chests that give you a very high chance of getting them. However, everything relevant that you can buy you can earn through regular play as well. I actually find this a bit frustrating. I'd love to toss the developers a few dollars since I've gotten a lot of enjoyment out of this game, but just about everything you can buy is going to just decrease the hours of enjoyment you can have with the game. A recurring problem with free to play games that don't just focus on aesthetics purchases.

[h1]Overall - Great game.[/h1]

Overall yeah, give it a go. It's by a wide margin the most fun I've had in this sort of game and there's hundreds of hours of entertainment in this game for those that enjoy the fundamental gameplay. | I saw this game on my friend's profile and saw that he has over 200 hours logged on it. I checked Gems of War out on it's store page and thought that it seemed pretty lame. One day out of sheer boredom I decided to download it and give it a try. I have my roots playing Magic the Gathering back in college with my friends. Since then, I've always been search for a game on PC that was as much fun and as addicting as that was. I've tried Hearthstone, Shadowverse, and many others. None come close to Gems of War. The others have their high points and aren't bad games but the fact that Gems of War has a guild system makes the grind that much easier. If you're looking for fancy graphics, you won't find them here but overall the game is very well done. Best of all, it's free. Give it a try, you'll end up gettting as addicted as I am. | 最好玩的三消游戏，包含卡组收集和组卡策略的乐趣，初期进入游戏的时候要经历漫长的发展时期，这时候多看攻略，先组成一套合适的卡组，这里推荐快速组成一套罗文尼卡组，可以让初期的发展舒服一些，而且这个卡组一直都是有用的，具体的卡组搭配，去百度贴吧找吧。 | The best ""Puzzle Quest"" since the original, made by those same developers!  Featuring new content weekly and developers that are very engaged with their players.  To get the most out of the game, find a good guild ASAP and check out the official  forums.  My hours played is much higher than what you see here, since I usually play on iOS.  (You can use the same account across the PC, iOS, and Android versions.) | เป็นเกมที่เพลิน +มันส์ ดีจริงๆ

คงต้องยอมรับก่อนว่าโดยพื้นฐานมันเป็นเกมมือถือนะ...
แต่ผมซิงค์ข้อมูลในSteam[PC] ไปเล่นใน ...แทปเลทกากๆ+ที่ไม่มีซิม(ไม่สามารถยืนยันSteam) ได้นี่สิสุดยอดเลย!!!

ระบบเกมเป็นเกมสลับGEMและสลับตากันบนกระดานเดียวกัน
โดยสีจะสะสมเพื่อ""ใช้ท่า"" ...บนการ์ดทั้ง4ใบที่เราเซทมา
ประมาณเวลาต่อ1เกมใช้ 5-10นาที

1.การอัพเลเวลการ์ด ต้องการทรัพยากร(เหรียญ โซล วัสดุ และการ์ดซ้ำ) เพื่ออัพเกรด...แต่ ""ทุกอย่างหาได้ในเกม""
2.การอัพเมืองเพื่อรับเงินรายวัน(จริงๆก็ได้ทุกชั่วโมงอะนะ) และทรัพยากร(โซล และปีก) ...แต่เล่นเอาจากMiniเกมได้มากกว่าเห็นๆอยู่แล้ว
3.ฮีโร่ค่อนข้างลำบากที่จะอธิบาย...แต่ หลักๆคืออาชีพที่ได้จากเมืองและเลเวลสกิลที่ได้จากอาชีพ(ส่วนมากผมใช้เป็นตัวแทงค์อย่างเดียว)

สุดท้าย...ก็เทคนิคการเซททีม (โบนัสเผ่าพันธ์เดียวกัน) และกิจกรรมรายสัปดาห์ที่มาพร้อมเงื่อนไข (เช่น ใช้เผ่านั้นได้เงิน ได้ของเพิ่ม)
...หลังจากไล่ดูระบบไปๆมาๆ รู้ตัวอีกที่ก็เล่นไปแล้ว40กว่าเลเวล555+"
76561198352793022,381260,Orion Trail,4.833333333333333,"Action, Adventure, Indie",17,The Oregon Trail for nerds....wait...
