UserID,Page,Game,Genre,Rating,Review,Playtime,PostedDate
76561198006756264,1,SGS Battle For: Fort Donelson,Strategy,Recommended,Good game,5.6 hrs on record																					(3.6 hrs at review time),N/A
76561198006756264,1,SGS Halls of Montezuma,"Simulation, Strategy",Recommended,Decent game I loved the music!,4.0 hrs on record,N/A
76561198006756264,1,SGS Glory Recalled,Strategy,Recommended,This scenario allowed me to finally learn SGS games :D,3.9 hrs on record,N/A
76561198006756264,1,Napoleon's Eagles: Game of the Napoleonic Wars - Kosciuszko,Strategy,Recommended,This one is good,0.0 hrs on record,N/A
76561198006756264,1,"Warhammer 40,000: Speed Freeks",Racing,Recommended,cOOL,1.9 hrs on record																					(0.7 hrs at review time),N/A
76561198006756264,1,Deliver At All Costs,"Action, Adventure",Recommended,Camera is static and there is no third person view camera turning with your car. I need to re-wire my brain to drive correctly and it's not a type of game I want to try-hard to play.,0.5 hrs on record,N/A
76561198006756264,1,N/A,N/A,Recommended,"Enemy retreating forwards to capture your supply points is peak bad design. Also, reinforcements are mighty annoying as you need to detach and attach your leaders constantly running back and forth bringing 1-2 freshly spawned infantry stragglers endlessly",6.1 hrs on record,N/A
76561198006756264,1,Mare Nostrvm,Strategy,Recommended,Brilliant game,22.9 hrs on record																					(22.9 hrs at review time),N/A
76561198006756264,1,Rebel Fury,"Indie, Strategy",Recommended,"This feeling when you maneuver for 40 minutes only for the AI to break and freeze your game forever. Also, the scenarios are weird because its always most beneficial to snipe one enemy unit and then not attack like ever. Victory points for killing enemy units coupled with potential infinite movement and 80% of every map being defensive terrain create extremely bizzare game flow.",6.8 hrs on record,N/A
76561198006756264,1,RBM Studio's Gettysburg,Strategy,Recommended,Cool little game,1.2 hrs on record,N/A
76561198006756264,2,Intravenous 2,"Action, Adventure, Strategy",Recommended,I didn't like the first one but this one is pretty good,1.6 hrs on record																					(1.2 hrs at review time),N/A
76561198006756264,2,Drop Duchy,"Adventure, Indie, Strategy",Recommended,Such a cool game,29.6 hrs on record																					(0.9 hrs at review time),N/A
76561198006756264,2,Cultist Simulator: The Exile,"Indie, RPG, Simulation",Recommended,Cool,0.0 hrs on record,N/A
76561198006756264,2,Clair Obscur: Expedition 33,"Action, RPG",Recommended,Annoying af,1.3 hrs on record,N/A
76561198006756264,2,K2: Digital Edition,"Casual, Indie, Strategy",Recommended,Good digital adaptation,4.7 hrs on record																					(1.2 hrs at review time),N/A
76561198006756264,2,Desperate Place,"Indie, Strategy",Recommended,Cool game,8.4 hrs on record																					(0.9 hrs at review time),N/A
76561198006756264,2,Tempest Rising,"Action, Strategy",Recommended,"Red Alert nostalgia farming. Also, scale of the units is way off, I don't like infantry bigger than tanks.",1.0 hrs on record,N/A
76561198006756264,2,Burden of Command™,"Indie, RPG, Strategy",Recommended,"Bullets do not kill in this game. Enemies do not rout, retreat, can't be killed, wounded, broken, rendered combat ineffective in any other way than by forcing them to surrender. If you catch an enemy infantry squad on the open ground, in a machine gun crossfire, fire on them with multiple infantry squads, pound them with artillery, tough luck. If you do not plan to leave your trenches and run into them onto the open field to accept their surrender, don't even bother. But that only works one way. I moved my one guy from the rocks through the rocks into the rocks and tank sniped me from the quadruple maximum garand range distance through the trees in one shot. I thought to myself,. wow, that was extremely unlucky. I moved another officer same way - another tank sniped me. I moved last two officers same way - they died also. That was all in one turn. That's 4 shots from the other side of the map, through the forest into a single man moving from hard cover through hard cover into hard cover. There is something seriously wrong with the combat mechanics. Edit. Honorable mention for hilariously bad tutorial. I haven't seen anything even half as bad in my life. It's so bad that it's good, worth checking out.",20.0 hrs on record,N/A
76561198006756264,2,Nobody Wants to Die,Adventure,Recommended,"I loved the aesthetics and quite enjoyed the first 2/3 of the game. Last parts of the game however were a total let down and the ending was straight up bad. Also, there's not much gameplay (I know, it's an interactive novel) so with no proper save system I feel no desire to replay it X times to get to the true ending.",4.9 hrs on record,N/A
76561198006756264,2,Pentiment,"Adventure, Casual",Recommended,"Yes it's beautiful and unique and it starts off great, but: - murder mystery without resolution, because they thought it doesn't matter for you who did it, after you just spend 15 hours trying to figure out who did it I could stop at this point beacause it's a dealbreaker for me, but let's go on: - horrible pacing, story just drops at one point and never picks up the tempo again - too many fillers. I understand it helps the worldbuilding but after 3 hours of gossip with millers wife I don't need another 3 hours gossip with fisherman's wife or whatever - mind-numbingly boring 3 Act - at some point it changes its tone from authentic and historical to ""let's preach about modern day politics"" -  illusion of choice but it's really linear - no proper save system - everything you do is on time-constraint which some may don't like (I don't mind)",13.2 hrs on record,N/A
76561198006756264,3,Do No Harm,Simulation,Recommended,"Main gameplay loop is not very interesting User interface is awkward, especially using doctor tools No pause is annoying, you can't even read the book properly Game is introducing systems without explaining them - i figured out you pay same the price regardless of the ammount of the restocked medicine only after a couple of days You can go mad from the voice you hear on the stethoscope even if you don't ever use the stethoscope You can go mad from the things you see in magnifiying glass even if you don't ever use the maginifing glass Pig jumping of the clock was rad af, no way I'm using laudanum to get rid of that Why is the priest of Dagon wearing cross, shouldn't he wear like a Dagon sign? They took my fckin owl with no ways of getting it back",5.7 hrs on record,N/A
76561198006756264,3,Nordhold,"Indie, Strategy",Recommended,Nope,0.1 hrs on record,N/A
76561198006756264,3,Grit and Valor - 1949,"Action, Casual, Strategy",Recommended,"Shallow gameplay, boring upgrades",0.4 hrs on record,N/A
76561198006756264,3,Atomfall,"Action, Adventure",Recommended,Respawning enemies & uninspired loot,2.0 hrs on record,N/A
76561198006756264,3,Knights in Tight Spaces,"Action, Strategy",Recommended,"I was hoping for a more weapon-focused gameplay but it's more of a ""take evil skeleton mage to suplex city"" approach",8.6 hrs on record,N/A
76561198006756264,3,Citizen Sleeper 2: Starward Vector,"Adventure, Indie, RPG",Recommended,It's a good game but way worse than the first one. Story is not even half as captivating. Gameplay is fine. I liked the idea of a starship and a crew though.,9.3 hrs on record,N/A
76561198006756264,3,Citizen Sleeper,"Adventure, Indie, RPG",Recommended,"Amazing game, almost missed on it.",8.1 hrs on record																					(6.9 hrs at review time),N/A
76561198006756264,3,Cascadia,Strategy,Recommended,Very good,2.7 hrs on record																					(0.4 hrs at review time),N/A
76561198006756264,3,Door Kickers 2: Task Force North,"Action, Indie, Simulation, Strategy",Recommended,Very cool,56.9 hrs on record																					(0.8 hrs at review time),N/A
76561198006756264,3,Bug Fables: The Everlasting Sapling,"Action, Adventure, Indie, RPG",Recommended,10/10,47.0 hrs on record																					(2.8 hrs at review time),N/A
76561198006756264,4,Climate Expansion,"Indie, Simulation, Strategy",Recommended,Best expansion,0.0 hrs on record,N/A
76561198006756264,4,Stray Path,"Adventure, Casual, Indie, Strategy",Recommended,"Yeah, okay, the game is cool. But why all the characters are not different cats? Like: cat rogue, cat barbarian, cat mage etc. Also: undo button is needed",4.2 hrs on record																					(4.1 hrs at review time),N/A
76561198006756264,4,Life is Strange - Episode 1,"Action, Adventure",Recommended,Boring-ass game,5.2 hrs on record,N/A
76561198006756264,4,Darkest Dungeon® II: The Binding Blade,"Indie, RPG, Strategy",Recommended,Very cool,0.0 hrs on record,N/A
76561198006756264,4,Darkest Dungeon® II: Inhuman Bondage,"Indie, RPG, Strategy",Recommended,Very cool,0.0 hrs on record,N/A
76561198006756264,4,Concordia: Digital Edition,"Casual, Indie, Strategy",Recommended,"Digital port is good but I really, really dislike the game loop. Also, music is annoying as heck.",0.7 hrs on record,N/A
76561198006756264,4,DYNASTY WARRIORS: ORIGINS,"Action, RPG, Strategy",Recommended,Lu Bu at Xiapi,34.3 hrs on record																					(34.3 hrs at review time),N/A
76561198006756264,4,Evolution: Flight Expansion,"Casual, Indie, Simulation, Strategy",Recommended,Cool expansion,0.0 hrs on record,N/A
76561198006756264,4,Evolution - Biodiversity Promo Pack,"Simulation, Strategy",Recommended,Cool,0.0 hrs on record,N/A
76561198006756264,4,Nowhere Prophet,"Indie, RPG, Strategy",Recommended,Nope,0.6 hrs on record,N/A
76561198006756264,5,Griftlands,Indie,Recommended,Nope,1.3 hrs on record,N/A
76561198006756264,5,Evolution Board Game,"Casual, Indie, Simulation, Strategy",Recommended,Mind-blowing amount of playstyles and possibilities. Solid single player content in a shape of an interesting campaign.,17.0 hrs on record																					(4.0 hrs at review time),N/A
76561198006756264,5,Clank!,Strategy,Recommended,Very good port of a very good game,28.0 hrs on record																					(17.2 hrs at review time),N/A
76561198006756264,5,Lamplight City,"Adventure, Indie",Recommended,"Some cases you may lose because you do things in the wrong order that you have no way knowing about, just pure luck. Other than that, the game is good, but this one is a dealbreaker for me.",5.8 hrs on record,N/A
76561198006756264,5,NORCO,"Adventure, Indie",Recommended,It's an acquired taste for sure. I myself loved it.,7.4 hrs on record,N/A
