steam_id,Arketipe_1,Arketipe_2,Arketipe_3,Arketipe_4,Arketipe_5
76561197960269409,0.10567348701744264,0.17529742718559654,0.302352663027335,0.2488768479913802,0.1677995747782457
76561197962437769,0.3279089323822976,0.07475862795590853,0.15656841804409793,0.1963434706875973,0.24442055093009857
76561197963260222,0.36725660964283413,0.09339500936827015,0.2405269719138019,0.2770947873611645,0.021726621713929275
76561197970698176,0.22031347889007807,0.061837019615341784,0.023589604476236033,0.34409356465862545,0.3501663323597186
76561197977935089,0.3461985209559911,0.13045173465296678,0.04182836755518854,0.29302478826739564,0.188496588568458
76561197983588742,0.06706488061151515,0.27211947469110814,0.018897864803862807,0.4997078520563142,0.14220992783719966
76561197985705149,0.29764696063513457,0.14004035273287288,0.2336474855001212,0.24561687483944106,0.0830483262924303
76561197986997483,0.23212776908492264,0.1855741601907954,0.22492497005212214,0.21423016683942422,0.14314293383273552
76561197992783558,0.5846090523382351,0.056117760751079805,0.12428306500020381,0.02868100821708529,0.20630911369339588
76561197996907347,0.18278209456719455,0.1276064892446817,0.38972788425638843,0.16776930895284434,0.13211422297889105
76561197996986882,0.21305134783613078,0.05532395940451328,0.31492607609236467,0.029267053164625165,0.3874315635023662
76561197998141809,0.30904608415860246,0.07952440169323101,0.0022099064197855403,0.3263410401288654,0.2828785675995157
76561197998383791,0.3558463833727026,0.3764760835045363,0.0361430211975446,0.17497596547414,0.05655854645107635
76561197999259031,0.3937802611526303,0.2843720599406806,0.150968130510175,0.028997711078102298,0.1418818373184117
76561197999482693,0.10655548342995214,0.2390760342865853,0.2089136802933724,0.29072026849722094,0.15473453349286925
76561198002458772,0.0408747855899243,0.2437719935615583,0.26002025012372776,0.19183268331322972,0.2635002874115598
76561198003412713,0.31304796373723753,0.33139308860073646,0.27104503603657604,0.016114776895146062,0.06839913473030401
76561198004559773,0.013104597673915286,0.2653553444950673,0.13107271373349536,0.21205176497052794,0.3784155791269941
76561198006756264,0.1448527581143432,0.23845548049248316,0.43901756058763514,0.13294455842492925,0.04472964238060938
76561198006906614,0.10266884510580684,0.05712621352675763,0.3294236605329422,0.2863446765909299,0.22443660424356343
76561198009353718,0.2645917964283781,0.24400993109769578,0.056646172639626784,0.270997669301266,0.1637544305330334
76561198011413162,0.34220496749020374,0.3797766214590434,0.134774531732828,0.046641617975484315,0.09660226134244049
76561198011778207,0.16279749579307415,0.31179659786179087,0.3280782679176614,0.0026498918330304703,0.19467774659444295
76561198011803825,0.20462235895562697,0.10888123163535986,0.05876015254959307,0.1655050112974502,0.4622312455619699
