Steam ID,App ID,Game Name,Playtime (hours),Genres,Achievements
76561198107047766,1520,DEFCON,1.65,"Indie, Strategy",0
76561198107047766,4000,Garry's Mod,9.2,"Casual, Indie, Simulation",3
76561198107047766,6200,Ghost Master®,2.966666666666667,Strategy,0
76561198107047766,2600,Vampire: The Masquerade - Bloodlines,1.4166666666666667,Action,0
76561198107047766,12500,PuzzleQuest: Challenge of the Warlords,5.616666666666666,Casual,0
76561198107047766,12320,Sacred Gold,0.0,"Action, RPG",0
76561198107047766,20900,The Witcher: Enhanced Edition Director's Cut,1.95,"Action, RPG",0
76561198107047766,23310,The Last Remnant™,0.0,RPG,0
76561198107047766,24740,Burnout Paradise: The Ultimate Box,2.9833333333333334,Racing,0
76561198107047766,22200,Zeno Clash,1.25,"Action, Indie",0
76561198107047766,35700,Trine Enchanted Edition,1.1833333333333331,"Action, Adventure, Indie",0
76561198107047766,20500,Red Faction Guerrilla Steam Edition,1.9666666666666663,Action,3
76561198107047766,667720,Red Faction Guerrilla Re-Mars-tered,1.65,,0
76561198107047766,41300,Altitude,3.433333333333333,"Action, Casual, Free To Play, Indie, Simulation, Strategy",9
76561198107047766,38700,Toki Tori,0.0,"Casual, Indie",0
76561198107047766,33210,Dawn of Discovery™,0.0,"Simulation, Strategy",0
76561198107047766,33340,Dawn of Discovery™: Venice,0.0,Strategy,0
76561198107047766,40100,Supreme Commander 2,0.0,Strategy,0
76561198107047766,20820,Shatter,0.0,"Action, Indie",0
76561198107047766,43110,Metro 2033,0.0,Action,0
76561198107047766,3900,Sid Meier's Civilization® IV,0.0166666666666666,Strategy,0
76561198107047766,3990,Civilization IV®: Warlords,0.0166666666666666,Strategy,0
76561198107047766,8800,Civilization IV: Beyond the Sword,1.4,Strategy,0
76561198107047766,16810,Sid Meier's Civilization IV: Colonization,0.0,Strategy,0
76561198107047766,34440,Sid Meier's Civilization® IV,0.0,Strategy,0
76561198107047766,34450,Civilization IV®: Warlords,0.0,Strategy,0
76561198107047766,34460,Civilization IV: Beyond the Sword,0.0,Strategy,0
76561198107047766,21090,F.E.A.R.,0.0,Action,0
76561198107047766,21110,F.E.A.R.,0.0,Action,0
76561198107047766,21120,F.E.A.R.,0.0,Action,0
76561198107047766,28000,Kane & Lynch 2: Dog Days,0.0,Action,0
76561198107047766,42960,Victoria II,1.75,Strategy,0
76561198107047766,48800,Ship Simulator Extremes,0.0,Simulation,0
76561198107047766,70400,Recettear: An Item Shop's Tale,7.35,"RPG, Indie",0
76561198107047766,3170,King's Bounty: Armored Princess,0.0,"RPG, Strategy",0
76561198107047766,25900,King's Bounty: The Legend,0.0,"RPG, Strategy",0
76561198107047766,63910,King's Bounty: Crossworlds,0.0,"RPG, Strategy",0
76561198107047766,70300,VVVVVV,0.5166666666666667,"Action, Indie",0
76561198107047766,35130,Lara Croft and the Guardian of Light,0.0,"Action, Adventure",0
76561198107047766,50620,Darksiders™,0.0,"Action, Adventure",0
76561198107047766,462780,Darksiders Warmastered Edition,2.533333333333333,"Action, Adventure, RPG",0
