UserID,Page,Game,Rating,Review,Playtime,PostedDate,Status
76561197971757081,2.0,,Recommended,"Playing as the police, the other side of the GTA coin, having to deal with the mess that you maniacs left behind. You know what you did... I've been drooling over all the Rockstar games on Steam, and every time I look at the comment section, see people complaining about the Social Club feature. This has completely put me off all of their titles, as someone with limited internet access, and a disdain for filling in forms, I mainly play offline. I bought this a while ago on sale and got this game downloaded on my crawling internet, so this was a good test I thought, to see if their games can function offline. I started up L.A. Noire, and it asked me to create a Social Club account, and on the right hand side of that menu, in smaller print, to create a local profile. I went with that option, to create a local profile and it asked me to type a name, and that was it. I could play offline, no need for Social Club. And could play it completely offline any other day. Test passed, on to the game itself. This game features heavily on the character interactions and communication, the likes I have not experienced before. I've never been one to care for things like lip synch techniques, and in-case someone wants to see a good case study of how it should be done, this is it. Not only lip synchronization, but facial features with animations as well for that matter are very life-like, even though the models are slightly dated. The character narratives are not only shown in a cut-scene style, but also while you are investigating, giving your actions and the npcs reactions a lifelike give and take. And speaking of the facial animations, in other games it's done purely for technical achievement, or art for style points. Here it's literally a feature, you have to read the persons' body language that you are interrogating by looking at their behaviour, and their facial expressions. They really are life-like and you can see their personality in those sometimes very subtle facial animations alone. It's remarkable. The world is flat. Some claim that the world is round. This one definitely is not. We're probably used to a lot better open world city type scenery by now, but this has a lot of small attention to details, and the world is densely created with professional art while it does have a overall, what I would call a clinical cleanliness feel to it. Or best described as the look of a simulator of sorts, instead of trying to beautify everything. It's running good in 4k on my humble PC, and it's all a very pleasant experience. Plenty of old fashioned cars beautifully created, and plays responsive enough to enjoy driving places. While the world itself is a bit lacking in colour, they are not afraid to use colourful language and red pixels when the bullets starts flying. For being on the right side of the law they give you plenty of slack to not restrict your fun in playing and throw enough bad guys with a death wish at you to balance the detective work with action. It's a neat game.",0.8 hrs on record,,
76561197971757081,2.0,,Recommended,"I can still clearly see the faces of every person I killed. This game runs incredibly slow at times. It's a feature. ----What is it?---- You shoot a lot of people. And then when you think you've shot them all, some more show up. And then some more, and then even more. Until you think there couldn't possibly be any more to shoot, but then there is. You have a ability to slow down time. You have a ability to shoot. You have a ability to hear yourself think, lamenting your past and ponder on situations while still sounding like a bad-ass. It runs really well on my humble system in 4K. The bullets has a weight to them that you don't see in other shooters. It's a really fun 3rd person shooter game.",1.7 hrs on record,,
76561197971757081,2.0,,Recommended,It reminds me of good ole' Amiga action platform games.,1.9 hrs on record,,
76561197971757081,3.0,,Recommended,Never pick a fight with someone practising their kicks on a banana tree.,4.1 hrs on record,,
76561197971757081,1.0,,Recommended,"I feel the need, the need to drive around town. --what is it?-- It's a driving game, in a arcade style. You get to choose from 3 different objectives to complete during a race, that suits your style. When you complete the objectives, you unlock the next race and then keep on doing that again, pick a objective, have a race, and get some points to buy cars. You can choose to be the cops or not cops. You get some additional helpful items that can benefit you in a race, such as boosters or spike strips. I was put off by the brownish colour tint the game seems to have for a while. As time went on, it was less noticable and it looked better and better the more cars I unlocked. But there is a serious lack of colour that originally was a eyesore. The car models are stunning. The cars handle a lot with the feeling that it's on rails, and if you are used to a more modern Need for speed title, it will feel like you are stuck on the road like glue. Mainly it has to do with the fact that the roads tend to only go one way. You get a weird feeling that you are stuck on a highway. There's never any areas to stop, with crossroads, alleys or traffic lights, or a place to turn into any other street that's connected to it. The whole map is all essentially one big loop. In addition to that the camera I think, that's not as flexible as the newer racing games The car handling does have it's own feel to it, that is very arcade like and the cars feel very heavy. It does take some getting used to, and once I completed it, was really enjoying it thoroughly, mainly because the handling improved drastically with the cars that you get to drive later on. There are a few other major negative points, in that you can't pause the game. Also the keyboard default controls were strange, and worst of all the refresh rate was stuck on 30fps, which felt borderline unplayable. Once that was fixed with a command line that didn't work for me in Steam command line, but once I added it in Origins command line it worked from there. Everything felt so much better, and I could finally enjoy the game.",1.8 hrs on record,,
76561197999259031,4.0,,Recommended,"This might be the most demanding title in my library. Underneath its casual-friendly theme and its welcoming artstyle lies a game of frantic keyboard slapping. If you thought you were good at multi-tasking, think again. If you thought you were good at memorizing keystroke sequences, let's see how good you are. This is as close as a human being will come to being a food-slinging robot as will be possible until the coming Robopocalypse. It's well crafted. It's fun. It's exactly what you already want, stop reading this and get the game already you're wasting time that you could be using to MAKE PIZZAS FOR VIRTUAL PEOPLE AHHH GODDD",7.4 hrs on record																					(7.2 hrs at review time),,
76561197999259031,4.0,,Recommended,"If you enjoy twin-stick shooters with psuedo-random rooms, random unlocks, and permadeath written in Flash... well, you can still do better on any free game site. The Binding of Isaac is a terrible, grindy game that is only worthwhile if you value ""addictiveness"" over substance. There's just not much actual gameplay to this game. It's shallow and dreadfully dull. The randomly generated rooms all look and play the same, and the enemies, while decent and actually fairly well designed, fall flat because of it. The unlocks, while adding a bit of depth to the game, don't add nearly enough to save this poorly executed attempt. Just don't buy it, it's not worth it.",1.0 hrs on record,,
76561197999259031,1.0,,Recommended,"Cute city-builder, but frustrating and shallow. Frustrating: No grid snapping feature- walls and paths are a pain to line up. Buildings, too. There are overlays for ore and soil fertility, but nothing else. Want to see if your parks and such are reaching your structures? Too bad, won't happen. Random events pop up but they have minimal impact on the game. Seasons change but the only difference is that your pops need more fuel for their houses in the winter. You can't click on a given pop (perhaps you're curious where your miners live) and you can't check who's working where. There's list of your people but you can't do anything with it. Shallow: People don't seem to care where they work- miners are as happy as fisherfolks, who are as happy as farmers, etc. Population simulation- your pops want luxuries appropriate to their class, but they don't care which luxury and there's no effect to any of them. They're either happy because they have Furniture or unhappy because they don't have anything. Your king (or whatever) asks you for resources but there's no downside or time limit. Fill them at your leisure. You also seem to get nothing from it. You can't track inputs and outputs, or see what's going where except to watch people coming and going from place to place. No meaningful traffic / congestion mechanics and if there is, I can't see one. It doesn't matter if everybody in your town uses one road to go in and out. There also aren't any carts, wheelbarrows, or other contraptions. Everybody just walks. Social dynamics underdeveloped- some of the random events make a given social class more or less happy or safe and that's about it. Workforce management boils down to 'leave some people as workers and assign the rest to a class of workplace.' You can adjust the numbers of workers at an individual workplace but that's tedious. There's also no way to prioritize certain kinds of work so if your situation changes you're back to changing the number manually and then watching your stockpile grow or shrink. Maybe the game changes substantially after 150 pops (the highest I got, in my second attempt) but I'm not really interested in finding out. I built supply lines for my candle-making shop and had an excess of every possible supply and spent the tail end of my time with the game waiting for more pops. I hate waiting for more pops. Even at 10x speed, it feels like everything takes forever to happen. Maybe in a year or two I'll come back and change my recommendation. If you enjoy the game, good for you. I just kept wondering when I'd get to the good part. I feel like six hours of focused play is enough to decide if a game is worth more of my time. This one, at this stage, isn't.",5.7 hrs on record,,
76561197999259031,2.0,,Recommended,"ROCK AND STONE! Great shooting gameplay, jaw-dropping caves full of minerals and monsters, and a great community. Drop in and play a few games- nobody cares if you suck until you're playing the really hard missions, and you never have to do those ones if you don't want to anyways.",41.6 hrs on record																					(30.4 hrs at review time),,
76561197999259031,4.0,,Recommended,"This game is damn brilliant. If you like board games, you need to download it. No, I'm serious. Please download this.",5.4 hrs on record																					(5.3 hrs at review time),,
