Arketipe 1,Arketipe 2,Arketipe 3,Arketipe 4,Steam ID
0.1410215567872302,0.3579622176722185,0.27560979462158475,0.22540643091896656,76561197960269409
0.12620080734580005,0.12618129700478345,0.04698283954019972,0.7006350561092167,76561197962437769
0.26139050028350513,0.3079002216404562,0.008951017953218746,0.4217582601228199,76561197977935089
0.5903801501374071,0.15059391470113248,0.1289528505354321,0.13007308462602837,76561197983588742
0.1960105449641472,0.33807860847040766,0.2782840991277133,0.1876267474377318,76561197985705149
0.43398339219779597,0.09894211396026513,0.20721635327274926,0.25985814056918966,76561197986997483
0.23326548468944455,0.4015928641199107,0.1021268734773371,0.26301477771330767,76561197992783558
0.418096105230573,0.03278234139631074,0.42877429030957764,0.1203472630635387,76561197992939661
0.023332989373649936,0.3403504071384118,0.3463571133712778,0.2899594901166605,76561197996907347
0.19952805069164697,0.06397716875212663,0.4481861813709226,0.2883085991853038,76561197998383791
0.07818332572026652,0.31723318271217116,0.022030873773363248,0.582552617794199,76561198004559773
0.14761435893911878,0.3779187311287266,0.1778075351372475,0.29665937479490717,76561198006756264
0.22077866667837767,0.07464999609941027,0.3915485211049045,0.3130228161173076,76561198011778207
0.28010458837840085,0.26678608732008546,0.17825941046564905,0.27484991383586455,76561198012450682
0.13509625346186918,0.29919541025097696,0.06904581907364775,0.4966625172135061,76561198037222425
0.21060616432103235,0.14703143273377783,0.44905435090095885,0.1933080520442309,76561198037246903
0.15901187134155634,0.30717166021630354,0.07976458554533382,0.45405188289680626,76561198040729539
0.0366811237457329,0.4855775893765176,0.3799672886292204,0.09777399824852909,76561198042114922
0.0024468271602653274,0.3613275717684168,0.3132055529874501,0.32302004808386786,76561198043040051
0.584450779731262,0.0561093196787199,0.27163701477031343,0.08780288581970459,76561198046731438
0.4588881558246958,0.33139032863729184,0.17592930330061426,0.03379221223739805,76561198049611174
0.1552327531647736,0.16232145313916987,0.3641968301111386,0.31824896358491794,76561198061669144
0.40470109873596516,0.21540030917231973,0.05455278132410966,0.32534581076760544,76561198064055378
0.2940999263568571,0.21697532406961875,0.2980360763666487,0.19088867320687528,76561198064800033
0.48241081051832985,0.39456180596122425,0.023458372702140268,0.0995690108183055,76561198068123705
0.021082570981283726,0.4269015367572755,0.21086872407356302,0.3411471681878778,76561198088342032
0.3907221030376427,0.10732435236685746,0.17667651168907542,0.3252770329064244,76561198121696622
0.30234280665296986,0.10172425090699433,0.382888854539055,0.2130440879009808,76561198147075448
0.28670635720495413,0.24921354767778311,0.19533327121075847,0.26874682390650434,76561198151246013
0.3318020249333967,0.0770268435469118,0.3684996550012966,0.2226714765183949,76561198159956177
0.37879767996620967,0.42038695162486,0.14918626200360172,0.05162910640532853,76561198192893105
0.0976674544593645,0.18301051066317597,0.3505094124436455,0.368812622433814,76561198201248007
0.006007622633713259,0.44135780266304236,0.36070205799891275,0.19193251670433167,76561198328154513
0.06954388604874326,0.19587868898828364,0.547060476781436,0.18751694818153716,76561198336656213
0.2028727934864424,0.2749151856016929,0.14219716035180044,0.38001486056006434,76561198354879869
0.47826880558758916,0.12511814259890552,0.24709763354643607,0.14951541826706916,76561198379680951
0.19863758354624286,0.025723639129737044,0.42508838703700796,0.350550390287012,76561198380925613
0.03483111541737162,0.1885354038472317,0.6145431490778896,0.162090331657507,76561198397520727
0.07781456501738561,0.2628564633645468,0.5293352362222825,0.12999373539578507,76561198731493400
0.2801021049284899,0.31739320771198176,0.09903177497337884,0.3034729123861496,76561198796747013
0.16953270891967026,0.29146665735772054,0.2920308151499062,0.246969818572703,76561198826718196
0.06301231571166711,0.5829491484483261,0.22386915722376707,0.13016937861623953,76561198885069362
0.030754652276668758,0.44568102789010616,0.5110529491488117,0.012511370684413478,76561199027285610
0.32865916080667257,0.14536403139311127,0.4140691705048382,0.11190763729537788,76561199131606199
