UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561199140319557,1,N/A,Recommended,Nice story game <3.,10.8 hrs on record																					(1.1 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,badass,9.3 hrs on record,N/A
76561198354879869,1,N/A,Recommended,Best zombies,22.3 hrs on record																					(17.7 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,"fun with a friend, doesnt last very long..",5.3 hrs on record,N/A
76561198354879869,1,N/A,Recommended,classic,248.9 hrs on record																					(243.5 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,♥♥♥♥♥♥♥ REMOVE TEAM GAMES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,32.9 hrs on record																					(25.9 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,fun,12.4 hrs on record																					(12.3 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,good vibe,16.6 hrs on record,N/A
76561198354879869,1,N/A,Recommended,chill,7.8 hrs on record																					(7.1 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,"One of the best games I have ever played (story wise) and the action is not bad too, highly recommend everybody to play this and have a good time. :)",53.6 hrs on record																					(47.9 hrs at review time),N/A
76561198354879869,1,N/A,Recommended,This is like a 12 hour south park episode,12.8 hrs on record,N/A
76561198354879869,2,N/A,Recommended,its like a 22 hour south park episode,22.6 hrs on record,N/A
76561198354879869,2,N/A,Recommended,fun,37.7 hrs on record																					(14.3 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,very nice,13.6 hrs on record,N/A
76561198354879869,2,N/A,Recommended,good,12.3 hrs on record																					(5.5 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,One of the best games ever made.,20.8 hrs on record																					(15.5 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,is good,185.5 hrs on record																					(128.3 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,Dark souls                 Jedi: Fallen order -Epic battles             -Epic battles -Cool lore                  - Cool lore - Good game design - Good game design - Star wars,42.0 hrs on record																					(39.4 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,Good story,96.6 hrs on record																					(32.5 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,"If your looking for a game with an immersive story-line, awesome action and fun and enjoyable characters, then this game is for you. The story ark of this game is incredible it really makes you feel determined to help your character, that you can customize to an pretty extreme level, which is always just fun. Now the action in this game isnt good, its ♥♥♥♥♥♥♥♥ fantastic, it just makes you want to go out in the wasteland and kill even more ghouls and super mutants. The game design of this game can be extremely impressive, but also dissapointing, the game has a lot of silly glitches that really shouldn`t be there, but over all I would give this game an 86/100.",176.4 hrs on record																					(31.0 hrs at review time),N/A
76561198354879869,2,N/A,Recommended,"Very dynamic and original game, but at the same time its very realistic. I give this game a 7,8/10",44.3 hrs on record																					(21.2 hrs at review time),N/A
76561198354879869,3,N/A,Recommended,"This is a very well crafted game, from all the action to story, you will never be bored from this game. And thats a fact",52.0 hrs on record																					(49.6 hrs at review time),N/A
76561198042114922,1,N/A,Recommended,"Not bad to 100%, could be better.",105.6 hrs on record,N/A
76561198042114922,1,N/A,Recommended,"What the chocolate from my darkest alley is this downgrade? Comparing this to Odyssey is the easiest. Worse combat, worse movement, F#!""in slow-mo forced on you for combat even in Hard difficulty and then the enemy AI is just one shoting you with the fastest light attack that you can't even tell is coming. Lmfao. Oh yeah and up until the first ""boss"" on the island, you somehow don't know how to stealth-backstab. I'm sorry, is the game not called ""Assasin's Creed""? I was right to steer away from this for 2 years.",1.0 hrs on record,N/A
76561198042114922,1,N/A,Recommended,"~80-100 fps with i9 9900k+3070, jank wasd movement when sprinting so you kinda just have to sprint forward only also tac sprint exists for some reason in every fps game now and none of them actually do it right, constant motion blur that you can't get rid of so even with sharpness you can't spot far when on the move, footstep audio is basically non existent other than your own, smokes everywhere so wallhack skills are a must (cringe). It's a pretty mid battlefield with overwatch skills game, other than that it's alright, but with such low performance it's not worth it",4.7 hrs on record,N/A
76561198042114922,1,N/A,Recommended,"You can choose to play between a beautiful slideshow as advertised or optimize the graphics to oblivion and cope that you're playing a ""new improved ark"" while looking at a forest glitching out with every light effect poking through each leaf and pebble and still not getting 3x or 4x the performance. Better off buying some tasty kebabs",1.0 hrs on record,N/A
76561198042114922,1,N/A,Recommended,GG EZ,287.8 hrs on record																					(227.4 hrs at review time),N/A
76561198042114922,1,N/A,Recommended,Yes it's a Motherload clone. Yes I paid full price. Would happily waste this amount of time/money anytime over playing CoD ever again. Takes ∼ 7 hours to 100% if you want a few achievements.,7.3 hrs on record,N/A
76561198042114922,1,N/A,Recommended,just don't buy this as a kbm player. not even if it costs 1$ it's just terrible. trust me.,702.4 hrs on record																					(299.7 hrs at review time),N/A
76561198042114922,1,N/A,Recommended,Can't believe I found this game after 2 decades. Haven't played a lot of games with a smile on my face in so long. This is the OG Aimlabs/Kovaaks. Thx for the memories.,0.3 hrs on record,N/A
76561198042114922,1,N/A,Recommended,"Performance is fine, ppl need to learn how to configure games. Audio is straight out of a trash can that's been sitting there for months, meaning no footsteps until anyone is within 5m of you, and directional shots and whatever don't exist. Grenade spam needs to chill the F. down. 1 per person is more than enough for each life. And why is getting shot descoping still a thing in 2021? The only decent fps in the past 5 years has been MW2019,(no not WaRzOnE) and even that could have been improved if they would focus on it.",4.6 hrs on record																					(2.5 hrs at review time),N/A
76561198042114922,1,N/A,Recommended,"The games fine and all, sure the movement is a bit clunky and sometimes you die in a picto second even tho you empty half a mag into the enemy. But what I hated about R6 was the drone spotting or should I say 3rd party spotting. Take out 3rd party spotting and just do like warzone, simple first person spotting and it's good. And for the love of god add a minimap that's always on the screen.",1.8 hrs on record,N/A
76561198042114922,2,N/A,Recommended,"Trash game. Not even worth playing when it's free. ModernWarfare has less hackers per minute than this garbage. Recoil is all over the place for first time users, which makes it even less enjoyable. Game is so vibrant and full of shadows and headglitches that you won't see or hear where you get shot from. I'm pretty sure I didn't see a setting to make ads relative to fov so everytime I ads it zooms in and you don't have any fov to react to people coming from the sides.",2.9 hrs on record,N/A
76561198042114922,2,N/A,Recommended,"7 HOURS OF MAX PAIN. 1. Movement feels like it's coded in 1950s. Buggy. 2. Camera is not 100% free aim. Also buggy. 3. Story is decent, but expected more after the first 2. 4. Headshots? What are those? Garbage hit-reg. 5. Getting shot by a dead guy. 6. Doing the almighty bullet dodge, sideways, off a boat and falling to your death. 7. This is my favourite. Most likely the one of the last shots you have to take in the game. You go from a cinematic to a scripted bullet jump and you cannot aim, at all. I'm not even gonna bother trying to finish the game since that last bug won't let you go further. Game is a 3/10 I recommend you watch it on yt.",7.1 hrs on record,N/A
76561198042114922,2,N/A,Recommended,It's worse than an expansion pack to any of the previous 2 games. The redux games were better than this crap.,2.9 hrs on record,N/A
76561198042114922,2,N/A,Recommended,Ooops.. I left my PC on xD It's a pointless game tho. Just like cookie clickers and so on.,"3,363.0 hrs on record																					(1,640.4 hrs at review time)",N/A
76561198042114922,2,N/A,Recommended,FOR ♥♥♥♥♥ SAKE VALVE! RESET THE ♥♥♥♥♥♥♥ GAME MECHANICS THE WAY THEY WERE BEFORE! I'M ♥♥♥♥♥♥♥ DONE! ♥♥♥♥ YOU!,"1,622.3 hrs on record																					(964.6 hrs at review time)",N/A
76561198042114922,2,N/A,Recommended,Best Zombies game out there.,220.6 hrs on record																					(139.4 hrs at review time),N/A
76561198042114922,2,N/A,Recommended,"Yes, there are some flaws to the game, what game doesn't. But this is JC3! Just unleash havoc and have fun! I'm lovin it!",37.8 hrs on record																					(13.8 hrs at review time),N/A
76561198042114922,2,N/A,Recommended,Such Fun. Much Wow. Such Doges. Much death.,178.2 hrs on record																					(18.2 hrs at review time),N/A
76561199077896826,1,N/A,Recommended,morgan freeman,5.3 hrs on record																					(3.1 hrs at review time),N/A
76561199077896826,1,N/A,Recommended,"Game made me bang my head so hard that my headphones flew off and killed a bird outside. 10/10, rock the hell on",8.2 hrs on record																					(7.1 hrs at review time),N/A
76561199077896826,1,N/A,Recommended,"You can play as a faction that makes people out of money and doesn't have to eat food, which i can relate to",8.1 hrs on record																					(5.4 hrs at review time),N/A
76561199077896826,1,N/A,Recommended,You can shoot gun in slow motion!!!!!!!,6.9 hrs on record																					(4.1 hrs at review time),N/A
76561199077896826,1,N/A,Recommended,eated a human... good...,18.7 hrs on record																					(15.2 hrs at review time),N/A
76561198037246903,1,N/A,Recommended,"I have not played a game like this for long time. Game has great graphics, good story with great lore and atmosphere. Narrative style for the campaign can be text book level for this genre. Plus, this game can be the manliest game ever in the most positive way, you can feel the epicenes at a lot of scenes. Only problem was the last boss’ design (AI was problematic at high difficulty also) for some attacks. Also, game supports co-op at campaign and operations. Other than that, PVP is pretty decent with matches that you can easily find. Even though this is AAA, it is not overpriced like most of the AAA games. Looking forward for the third game!",65.8 hrs on record,N/A
76561198037246903,1,N/A,Recommended,"Simple and short game offering great time. There are only 3-4 puzzles in this game and mostly it feels like a chapter. However, the price of the game is decent, especially at sales and game offers a point system with puzzles. The high scores are not hard to achieve but this new system has a fresh playstyle which you can enjoy.",3.1 hrs on record,N/A
