Status,UserID,Page,Game,Rating,Review,Playtime,PostedDate
No reviews found,76561198397520727,,,,,,
,76561198009353718,1.0,N/A,Recommended,runs really well on steam deck. finally got to play red dead 1 after all these years. bought on full price to play on travel. worth it  !,21.5 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,"I feel so annoyed playing this game, ive been searching here and There for item. Ive been searching a school and searching the toilets Just to progress There is a lot of enemies doing routines, making it a standard Stealth game time to time. The setting in the first game is Great. Here its a lot of simular houses and forests. Pros: Runs well Game looks Great Interesting story Okay linearity, i would like easier routings Cons: Tedious A lot of fooling around enemies Notat as cool as outlast 1 The ♥♥♥♥♥♥♥ search fetchquests",7.2 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,"Love how the game unfolds its story, lovely graphics and scenery. The length of the game is perfect, reminds me of firewatch where you always have radio contact with a person som it doesnt feel so Lonely walking around in the empty world. Cons: -Sprint is limited -not that good frames on the steamdeck -the paths sometimes look wierd(climbing the steep paths instead of climbing what looks possible)",7.5 hrs on record																					(6.9 hrs at review time),N/A
,76561198009353718,1.0,N/A,Recommended,"Love the linearity of the game, the game usually only makes you look for 2 items in search areas, only one time you have to look for 3. The enemies are very tedious when coming to these search sequences. Cons: -enemies stay close to your hideout, sometimes its just better to run past the enemies. -search areas for small items -game is old Pros: -jumpscares -linearity -game looks good because of the dark scenery -not that long game(4.6h) -interesting story -controls are easy",10.2 hrs on record																					(4.6 hrs at review time),N/A
,76561198009353718,1.0,N/A,Recommended,"Dave is pretty much an advanced phone game, runs very nice on the steamdeck, i played it mostly while traveling since it doesnt use very much battery. after completing the game my resturant was automatic with me managing the wasabi and fish and farm, i continued to skip all days so i could see if there was anything good for christmas or new year. its not. Cons -Chineese cartoon style - the game flashes you a whole lot with a really bright screen, when i first saw it i couldnt stop being annoyed with it -it gets tedious -not very much to spend money on, when you have the diver gear the only thing to spend  money on later is the workers at the resturant. pros -good mobile game, played a lot when on work trip - fun - a lot of new game mechanics, would like them to be introduced earlier",31.1 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,No game has this good music. nostalgic !,0.9 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,INFEDELS!,0.7 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,"didnt age that well, but it is what i played as a kid. nostalgic",0.5 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,"very nice singleplayer game with a touch of pvp, had some fun invading innocent players trolling them. its very nice to play the same 4 levels again and again on different timelines doing different stuff, unlocking codes and putting ideas together! i had no performance issues, although i dont like that you cannot pause this game nor save during a timeline, which means you loose all progress if the game crashes.",21.5 hrs on record,N/A
,76561198009353718,1.0,N/A,Recommended,"its a ♥♥♥♥♥♥♥ hilarious concept, its really wierd to act more scared and happy than you really are. the footage you see in the end really makes it shine, its also a lethal company clone",2.5 hrs on record,N/A
,76561198009353718,2.0,N/A,Recommended,"this game is getting old, its from 2017. im glad i gave it a playthrough as it was very interesting to play, i really love that there is multiple ways of getting past doors or codes, the mimic thing is absolutly beautiful, becoming an item that is small enough to get through creaks!",23.7 hrs on record,N/A
,76561198009353718,2.0,N/A,Recommended,"it is really cheap, even at full price. seen it on the steamstore so many times i had to try it. got to day 5 when i got bored.",0.4 hrs on record,N/A
,76561198009353718,2.0,N/A,Recommended,most manly game out there.,10.3 hrs on record,N/A
