UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561199027285610,1,N/A,Recommended,"This is one of the most boring, uninteresting games I have ever played. If you are buying this game just for some fun zombie combat, don't. The controls are extremely clunky and the zombies take more of a backseat to the human enemies. The only fun part of this game is running away from the massive zombie hoards however I got about halfway through the main campaign and that only happened a handful of times. I will not be finishing this game and honestly wish I have never bought it. 4/10.",30.9 hrs on record																					(16.5 hrs at review time),N/A
76561199027285610,1,N/A,Recommended,"POSTAL Redux is a top down remake of the controversial shooter from 1997. It improves the AI, graphics and is overall a much better version of the original game. Gameplay is ok, nothing special. Click to shoot the bad man and run around to dodge bullets. Shooting could be a little better but theres nothing wrong with it. Graphics are also fine. Nothing huge but all the areas look nice but models could be a little more refined. Music and sounds is pretty good. Music is very disturbing and unsettling, fits the game very well. Sounds are pretty nice too but I think the weapons should sound a little more louder and pack a little bit more of a punch. POSTAL Redux: Gameplay: 6.5/10 Visuals: 7/10 Sound: 7/10 Overall: 7/10",1.3 hrs on record,N/A
76561199027285610,1,N/A,Recommended,"Max Payne 3 is a cover based third person shooter. It has extremely satisfing shooting along with very nice visuals and soundtrack. The shooting in MP 3 is some of the best out there. Your crosshair is a single dot which means you have to be very precise with every bullet you shoot. The sounds the weapons make and the gore make all the weapons extremely pleasant to shoot. The games story is pretty good as well. I wont get too into because spoilers but as someone who did not play MP 1 or 2 it did a good job telling me what is happening. The only downside is a big one, you cannot skip the cutscenes, thus making replayability a lot less fun than it should be. The soundtrack is amazing, every song is banger after banger with a highlight being the airport level music (https://www.youtube.com/watch?v=lQMx1ILebEE) Max Payne 3: Gameplay: 9/10 Story: 7/10 Soundtrack: 9/10 Overall: 8.5/10",14.3 hrs on record																					(13.4 hrs at review time),N/A
76561199027285610,1,N/A,Recommended,peggle.,5.9 hrs on record,N/A
76561199027285610,1,N/A,Recommended,"Rise of the Tomb Raider is alright. I personally don't think its anything special but it works and does everything it wants to do. Tbh I completely skipped the story, I watched the first cutscene and didnt watch any of the others lol (I wont count story in the final score) Visuals are great. Goes for a gritty realistic style and nails it. Looks beautiful even 6 years later. Gameplay is fun. Its a pretty standard third person shooter. You take cover and pop out every once in a while to kill enemies. The platforming is actually really fun. I wasnt expecting to enjoy it as much as I did. You are jumping from cliff edge to cliff edge, climbing rocks, grappling hooking on stuff, its all a lot of fun. The real fun comes from mixing combat with platforming. You'll be shooting an enemy on one side while grapple hooking over and shotgunning another enemy on the other side. Its a ton of fun. Rise of the Tomb Raider: Story: N/A Visuals: 9/10 Gameplay: 7.5/10 Sound: 6/10 Overall: 7/10",13.9 hrs on record,N/A
76561199027285610,1,N/A,Recommended,"Pit people wonderfully creative turn based strategy with great music, great visuals and most importantly great gameplay. The writing is very funny and manged to make me laugh multiple times. The craziness of everything just goes right along with the writing. Gameplay is simple, you assemble your squad, choose where you would like them to go and they attack for you. At first I thought this would take away strategy but it actually adds quite a bit of strategy. You have to perfectly place your squad to attack the right enemies and do the right commands. Pit people: Music: 9/10 Visuals: 10/10 Writing: 9/10 Gameplay: 8/10 Overall: 9/10",8.3 hrs on record																					(6.4 hrs at review time),N/A
76561199027285610,1,N/A,Recommended,"Pc port is a mess. Cant even get past the tutorial without having to download some file or change some files or whatever, just skip this one. Its not worth the hassle",0.6 hrs on record,N/A
76561199027285610,1,N/A,Recommended,"Fun, ridiculous gameplay and story. Co-op the entire game with a friend for a great time. Solo: 7/10 Co-op: 8/10",22.2 hrs on record																					(19.6 hrs at review time),N/A
76561199027285610,1,N/A,Recommended,More like Penisraria,6.4 hrs on record																					(2.8 hrs at review time),N/A
76561199027285610,1,N/A,Recommended,bun,0.8 hrs on record																					(0.7 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,"Fun gunplay and abilities. Cool story, kinda gets hard to follow near the end. Cool enemies and fun to fight. 8/10",18.4 hrs on record																					(8.4 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,"tactical, fast-paced, fun. Most operators are fun and not irritating to fight against. 8/10",250.2 hrs on record																					(31.6 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,"Very fun, fast, and addicting objective based game. The only problems I have is balancing and the server crashing bots.",275.2 hrs on record																					(34.8 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,Extremely fun Fast paced combat with all kinds of charm. All the guns and equipment have their uses and needs. All the infected are fun to fight and play as. And the survivors are all very fun and interesting (except Rochelle.) And with mods you pretty much have a game you could play forever. 9/10,139.6 hrs on record																					(18.1 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,Nice fun horror game. Gets repetitive and doesn't get scary til a while in the game. However it has great audio design and overall is a fun experience for the price you are paying. 6.5/10,4.5 hrs on record																					(2.4 hrs at review time),N/A
76561199027285610,2,N/A,Recommended,"its pretty fun, just dont go into voice chat...ever.",128.1 hrs on record																					(4.4 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,"""is there anything you don't like shooting, pa?"" ""well, i ain't met the thing yet, but as soon as i do i'll let you know. you can even put it in one of them books you read."" ""yeah, maybe i'll do that...'the day john marston stopped shooting.'"" ""now, i ain't no literary man, but i don't think that'll sell. people like shooting in them things."" ""i think you may be right there, pa..."" i'd like to think this game IS jack's book. the story of how john marston finally stopped shooting.",93.7 hrs on record																					(93.1 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,based on the real events on how we won the iraq war,19.7 hrs on record																					(19.6 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,gordon slim thick freeman kills alien god by giving mad head **now in hd,8.4 hrs on record																					(8.1 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,"doomguy in this game is the epitome of ""nah i'd win""",20.8 hrs on record,N/A
76561198961717161,1,N/A,Recommended,"welp, here's your pretty decent answer to the whole ""half life is an old game and has bad graphics 🤓"" argument",39.1 hrs on record,N/A
76561198961717161,1,N/A,Recommended,i still think it's funny how one of my favorite game protagonists is what you'd get if gordon freeman and john mcclane gave birth to an extremely schizophrenic and ptsd riddled baby,13.9 hrs on record,N/A
76561198961717161,1,N/A,Recommended,this is sorta kinda just like fear 3 except it's actually extremely good holyyy,9.2 hrs on record,N/A
76561198961717161,1,N/A,Recommended,level design going full Die Hard gameplay like a damn John Woo film but with a story being borderline like The Grudge this game is so sick u guys lol i luv it so much,17.4 hrs on record																					(17.3 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,played it high off an edible and it started to feel like i was playing world at war real quick,13.1 hrs on record																					(10.3 hrs at review time),N/A
76561198961717161,1,N/A,Recommended,a realistic depiction of the average person's fight or flight response to man-made horrors beyond our comprehension,11.5 hrs on record																					(9.0 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,THESE ♥♥♥♥♥♥♥ IS SO GAY!!!!!1!!11!!!!!1!!!,6.0 hrs on record																					(6.0 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,i love fighting for my country,2.6 hrs on record																					(0.7 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,THAT 90'S EDGE,2.5 hrs on record																					(0.4 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,this is literally just D¡ck Tracy but if he actually had that dawg in him,2.2 hrs on record																					(1.8 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,"you guys think garfield would drink and drive if he had the chance..,....,.,,..i know i would",0.4 hrs on record,N/A
76561198961717161,2,N/A,Recommended,"video games are so awesome you guys it's like, not even funny anymore",2.3 hrs on record																					(1.1 hrs at review time),N/A
76561198961717161,2,N/A,Recommended,i found them,0.2 hrs on record,N/A
76561198961717161,2,N/A,Recommended,nicole could abuse me any day ngl ♥♥♥♥ im cooked chat im so cooked i am the problem aren't i,5.6 hrs on record,N/A
76561198961717161,2,N/A,Recommended,happy pride month you guys!!! i love trans people they are so good at making video games,0.2 hrs on record,N/A
76561198961717161,2,N/A,Recommended,oh so this is what peak half life looks like,19.4 hrs on record																					(19.4 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,"it's still funny to me how gordon freeman, a theoretical physicist, is still prob gonna be the most qualified man in an alien warzone",16.1 hrs on record																					(16.1 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,what do you mean gordon freeman is a theoretical physicist who just unironically knows how to use military-grade weaponry most unrealistic part about this game,22.5 hrs on record																					(19.1 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,I LOVE THE BLACK MESA MILITARY INDUSTRIAL COMPLEX!!1!!!1!!!! :3,19.9 hrs on record																					(15.1 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,"i mean, i guess barney got hired for good reason cause ♥♥♥♥♥♥♥♥♥ dude he shoulda just joined the army",3.1 hrs on record,N/A
76561198961717161,3,N/A,Recommended,so the only thing that was really lacking in the first portal game was like a real sense of a grandiose story with like high stakes at play and stuff like that so they cranked the lore and story to a 11 in this game ♥♥♥♥♥♥♥♥♥ valve this game is awesome,12.3 hrs on record																					(11.7 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,it is the best tech demo i've ever played,3.5 hrs on record,N/A
76561198961717161,3,N/A,Recommended,"""After Y2K, the end of the world had become a cliche. But who was I to talk, a brooding underdog avenger alone against an empire of evil, out to right a grave injustice? Everything was subjective. There were only personal apocalypses. Nothing is a cliche when it's happening to you."" this game is ♥♥♥♥♥♥♥ awesome dude what i mean yea sure, the story is cliche, but it's executed sooooo ♥♥♥♥♥♥♥ well dude it's so rad",20.9 hrs on record																					(14.4 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,"the history books don't talk about how the time-travelling, dimension-hopping native american might have been part of the reason why the dinosaurs went extinct",2.0 hrs on record																					(1.7 hrs at review time),N/A
76561198961717161,3,N/A,Recommended,oh wow it's really weird the first time seeing a game that could've had massive potential,2.0 hrs on record,N/A
76561198961717161,3,N/A,Recommended,max is so depressed and horny lmao he's literally me,31.6 hrs on record																					(18.9 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,"i mean i get the whole ""fighting your sins of the past"" stuff but, i still kinda don't understand why we glossed over the fact that he actually just started firing at ghosts",6.8 hrs on record,N/A
76561198961717161,4,N/A,Recommended,so many urban combat scenarios..........................gfgfggsgfksklslflflsllslfsugghhuhg,9.9 hrs on record																					(8.5 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,this is what a racing game should strive to be and i will fight you on that opinion,3.5 hrs on record																					(2.9 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,REAL ♥♥♥♥♥♥♥♥♥♥♥ PEG ON THE DAILY 💯💯💯😈😈😈,20.5 hrs on record																					(9.7 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,#ILOVELOUD,46.1 hrs on record																					(45.7 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,"the game is ♥♥♥♥♥♥ great lmao yet the only issue is is that there isn't... much ""depth"". it is, right now at it's core, a proper sandbox-like shooter. if you're looking for an easy, fun, arcade shooter like that, get this game, ya won't regret it.",1.4 hrs on record,N/A
76561198961717161,4,N/A,Recommended,the poor man just wants to see his kids :(,53.9 hrs on record																					(3.7 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,nevermind we're so back :),46.6 hrs on record																					(45.3 hrs at review time),N/A
76561198961717161,4,N/A,Recommended,jesus christ she is SO FINE,0.0 hrs on record,N/A
76561198961717161,4,N/A,Recommended,torture porn,0.9 hrs on record,N/A
76561198961717161,5,N/A,Recommended,this game is soo good it feels like leon kennedys is coming inside me,42.2 hrs on record																					(1.9 hrs at review time),N/A
