UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561198405405706,1,Football Manager 2021,Recommended,mfw,128.9 hrs on record																					(15.6 hrs at review time),N/A
76561198405405706,1,Age of Rivals,Recommended,ew,0.2 hrs on record,N/A
76561198405405706,1,Equilinox,Recommended,Calm G,3.8 hrs on record																					(3.6 hrs at review time),N/A
76561198405405706,1,The Test,Recommended,This game is blessing in disguise,0.4 hrs on record,N/A
76561198405405706,1,Simply Chess,Recommended,Very sexually attractive game.,13.3 hrs on record																					(3.7 hrs at review time),N/A
76561198405405706,1,Football Manager 2019,Recommended,Pretty lit,215.7 hrs on record																					(32.2 hrs at review time),N/A
76561198405405706,1,90 Minute Fever - Online Football (Soccer) Manager,Recommended,"Really fun and addictive for about 2 months, then boring. But the best B-Tec `football manager 2019' out there.",26.0 hrs on record																					(25.4 hrs at review time),N/A
76561198405405706,1,Town of Salem,Recommended,If you like lynching and murdering your friends in a cartoon 2d format where no one will think you're a psychopath because the game looks innocent then I would recommend. 👍,62.6 hrs on record																					(38.2 hrs at review time),N/A
76561198405405706,1,Raft,Recommended,"My friend bought it for me and I don`t feel like I scammed him out of 15 quid. I`m not really sure because I`ve bought him 2 games before and now he`s bought me 2, but the games he bought me cost 15 and 1 quid, whereas the games I bought him cost 15 and 8 quid. So we are even on number of games, but not money. Also raft is fun.",115.0 hrs on record																					(31.7 hrs at review time),N/A
76561198405405706,1,Game Dev Tycoon,Recommended,"I like it, it goes into a bit of depth, Very fun",36.6 hrs on record																					(22.0 hrs at review time),N/A
76561198405405706,2,Five Nights at Freddy's,Recommended,"One of the best horror games out there. I like this game better than the other Fnaf games as well. New concept, good concept.",2.3 hrs on record																					(0.6 hrs at review time),N/A
76561198405405706,2,Duck Life 6: Space,Recommended,I didn't think a game so simple could be so good. That is all.,17.6 hrs on record																					(5.7 hrs at review time),N/A
76561198405405706,2,Deceit,Recommended,"Pretty good game, Worth more than it costs (currently f2p). Would recomend turning down graphic settings and resoloution if you pc isn't great though, it can get a bit laggy at times.",4.4 hrs on record																					(3.3 hrs at review time),N/A
76561198405405706,2,Counter-Strike 2,Recommended,"Really good fps game for PC. Very good to play with friends and by yourself, you can also play without WiFi against Bots with changeable ability.","1,001.8 hrs on record																					(53.2 hrs at review time)",N/A
76561198405405706,2,Tube Tycoon,Recommended,"One of my favourites, had it before it came out on steam. I installed this literally the minute it came out on steam.",35.5 hrs on record																					(33.5 hrs at review time),N/A
76561198405405706,2,RISK™: Factions,Recommended,Amazing. One of My favourite games. Played for Over 100 Hours,147.1 hrs on record																					(95.1 hrs at review time),N/A
76561198405405706,2,The Game of Life,Recommended,It sucks. buy the 2016 official. DO NOT BUY,0.1 hrs on record,N/A
