UserID,Page,Game,Rating,Review,Playtime,PostedDate,Status
76561198987400304,1.0,MiSide,Recommended,creative and passionate,6.0 hrs on record,N/A,
76561198987400304,1.0,INDUSTRIA,Recommended,badly optimized,1.0 hrs on record,N/A,
76561198987400304,1.0,Wallpaper Engine,Recommended,lovely,95.0 hrs on record																					(94.6 hrs at review time),N/A,
76561198987400304,1.0,Yakuza 0,Recommended,fantastic,57.6 hrs on record,N/A,
76561198987400304,1.0,Driver Booster Upgrade to Pro(Lifetime),Recommended,wonderful,0.0 hrs on record,N/A,
76561198987400304,1.0,Portal,Recommended,lovely.,3.0 hrs on record,N/A,
76561198987400304,1.0,Amnesia: The Bunker,Recommended,another masterpiece from the devs scary and innovative,14.5 hrs on record,N/A,
76561198987400304,1.0,Wicked Island Demo,Recommended,this one is gonna need a lot of work but i can see the potential,0.9 hrs on record,N/A,
76561198987400304,1.0,Countess in Crimson,Recommended,Heavily enthralled ❤️,9.8 hrs on record																					(6.7 hrs at review time),N/A,
76561198987400304,1.0,Dying Light,Recommended,"well crafted, a labour of love and iconic",56.4 hrs on record																					(54.5 hrs at review time),N/A,
76561198987400304,2.0,Girls! Girls! Girls!?,Recommended,Slow as heck,7.3 hrs on record																					(3.6 hrs at review time),N/A,
76561198987400304,2.0,Assassin’s Creed® Rogue,Recommended,Bland,17.4 hrs on record																					(13.6 hrs at review time),N/A,
76561198987400304,2.0,Pathologic Classic HD,Recommended,No,3.7 hrs on record,N/A,
76561198987400304,2.0,Obscure II (Obscure: The Aftermath),Recommended,No,0.6 hrs on record,N/A,
76561198987400304,2.0,Grand Theft Auto V Legacy,Recommended,i just realized that the gta series is not my cup of tea; due to it being too depressing,6.7 hrs on record																					(6.1 hrs at review time),N/A,
76561198987400304,2.0,Middle-earth™: Shadow of War™,Recommended,boy what a journey,35.1 hrs on record																					(35.0 hrs at review time),N/A,
76561198987400304,2.0,Layers of Fear (2016),Recommended,loved it,16.6 hrs on record,N/A,
76561198987400304,2.0,Resident Evil 2,Recommended,shifty,16.1 hrs on record,N/A,
76561198987400304,2.0,Tom Clancy's Splinter Cell®,Recommended,eww,9.2 hrs on record																					(9.0 hrs at review time),N/A,
76561198987400304,2.0,Hollow Knight,Recommended,the art style is boring and the gameplay doesn't feel that fun,6.5 hrs on record,N/A,
76561198987400304,3.0,Deus Ex: Mankind Divided,Recommended,loved it not as good as the previous game but still fun note to self - save scum but don't load scum,56.1 hrs on record																					(47.7 hrs at review time),N/A,
76561198987400304,3.0,Kingdom Come: Deliverance,Recommended,got me used to horses and liked the realism approach i regret buying the DLCs though,95.0 hrs on record,N/A,
76561198987400304,3.0,The Life and Suffering of Sir Brante,Recommended,loved the story and want more like it,32.1 hrs on record,N/A,
76561198987400304,3.0,Obscure,Recommended,kinda like it for nostalgia reasons other than that i don't think it's worth the play tho,7.9 hrs on record,N/A,
76561198987400304,3.0,S.T.A.L.K.E.R.: Clear Sky,Recommended,the zone of boredom,8.5 hrs on record,N/A,
76561198987400304,3.0,Fallout: A Post Nuclear Role Playing Game,Recommended,Buggy clunky crappy,15.8 hrs on record,N/A,
76561198987400304,3.0,Hellblade: Senua's Sacrifice,Recommended,A waste of money,1.7 hrs on record,N/A,
76561198987400304,3.0,Darkwood,Recommended,great gameplay and great horror it's somewhat a management game in disguise i postponed playing this game for months after doing 10 hrs in it and now i can't go back; just cuz how repetitive the management is it once you lose interest you lose it for good so thus i wanted to give it a thumbs down but then i remembered it's a no-jumpscare type of horror.,11.1 hrs on record																					(10.1 hrs at review time),N/A,
76561198987400304,3.0,S.T.A.L.K.E.R.: Shadow of Chernobyl,Recommended,this game loves to crash on me at any chance it gets wish i could give it a thumbs up,41.0 hrs on record,N/A,
76561198987400304,3.0,Dishonored,Recommended,no cigars no whisky just death,26.6 hrs on record,N/A,
76561198987400304,4.0,Shadowrun Returns,Recommended,the gameplay is repetitive and the animations are meh,7.1 hrs on record,N/A,
76561198987400304,4.0,Blasphemous,Recommended,the only con that i have for this game is that the boss fights are really easy otherwise it's really good from lore to gameplay,17.5 hrs on record																					(16.3 hrs at review time),N/A,
76561198987400304,4.0,Max Payne 3,Recommended,love this version of max but i wish it to develop more in the future should there be another one,10.0 hrs on record,N/A,
76561198987400304,4.0,The Life and Suffering of Sir Brante — Chapter 1&2,Recommended,Definitely,16.0 hrs on record																					(5.8 hrs at review time),N/A,
76561198987400304,4.0,The Turing Test,Recommended,"a good one, creative.",5.8 hrs on record,N/A,
76561198987400304,4.0,Grim Dawn,Recommended,can't get enough of it,173.1 hrs on record																					(148.2 hrs at review time),N/A,
76561198987400304,4.0,The Age of Decadence,Recommended,"great politics, combat and difficulty worth playing",57.1 hrs on record																					(46.9 hrs at review time),N/A,
76561198987400304,4.0,Dragon's Dogma: Dark Arisen,Recommended,great game,77.7 hrs on record																					(59.7 hrs at review time),N/A,
76561198987400304,4.0,Dear Esther: Landmark Edition,Recommended,the lost glance over life and do not like what they see deeming it empty and then try to fill it with their own ♥♥♥♥♥♥♥♥ i recommend this game for its historical value and suggest only buying during a sale,1.9 hrs on record,N/A,
76561198987400304,4.0,Hedon Bloodrite,Recommended,ah heck i hate key hunting,1.9 hrs on record																					(1.9 hrs at review time),N/A,
76561198987400304,5.0,The Messenger,Recommended,play it,38.5 hrs on record																					(19.5 hrs at review time),N/A,
76561198987400304,5.0,STAR WARS™ Knights of the Old Republic™,Recommended,pretty cool,29.7 hrs on record																					(13.9 hrs at review time),N/A,
76561198987400304,5.0,Thief™ Gold,Recommended,wooo shadows,9.9 hrs on record																					(9.8 hrs at review time),N/A,
76561198987400304,5.0,Saints Row IV: Re-Elected,Recommended,EXPLOSIONS !,17.9 hrs on record																					(12.7 hrs at review time),N/A,
76561198987400304,5.0,METAL SLUG 3,Recommended,METAL SLUG!!!,13.9 hrs on record																					(1.3 hrs at review time),N/A,
76561198987400304,5.0,The Long Dark,Recommended,didn't mind the grind got bored with fetch questing real fast,13.3 hrs on record																					(9.8 hrs at review time),N/A,
76561198987400304,5.0,This Is the Police,Recommended,i give it a meh/10,16.7 hrs on record,N/A,
76561198987400304,5.0,The Wolf Among Us,Recommended,clearly not a multiple choice game but the story is kinda good,6.5 hrs on record,N/A,
76561198987400304,5.0,Shadow Tactics: Blades of the Shogun,Recommended,Noice,32.0 hrs on record																					(15.5 hrs at review time),N/A,
76561198987400304,5.0,SOMA,Recommended,liked it this game has a cool concept of techno-necromancy that people tend to ignore for the sake of philosophy of mind and existentialism,10.8 hrs on record,N/A,
76561198987400304,6.0,Mark of the Ninja: Remastered,Recommended,great game wish it had more levels tho,10.4 hrs on record																					(10.1 hrs at review time),N/A,
76561198987400304,6.0,Project Warlock,Recommended,what a thing of beauty,19.7 hrs on record																					(3.1 hrs at review time),N/A,
76561198987400304,6.0,UnderRail,Recommended,WAWEWAOWOW,71.1 hrs on record,N/A,
76561198987400304,6.0,METAL SLUG X,Recommended,METAL SLUG!!,14.4 hrs on record																					(1.0 hrs at review time),N/A,
76561198987400304,6.0,METAL SLUG,Recommended,METAL SLUG!,21.0 hrs on record																					(0.7 hrs at review time),N/A,
76561198987400304,6.0,What Remains of Edith Finch,Recommended,does family come with package? how much influence does our families have over our psyche?,13.1 hrs on record																					(2.6 hrs at review time),N/A,
76561198987400304,6.0,Mad Max,Recommended,what a soul,49.4 hrs on record																					(49.4 hrs at review time),N/A,
76561198987400304,6.0,STAR WARS™ Jedi Knight - Jedi Academy™,Recommended,- spam the left click to win - terrible pathing just no,2.9 hrs on record																					(2.6 hrs at review time),N/A,
76561198987400304,6.0,The Forest,Recommended,the best use of unity so far loved almost everything about it,46.3 hrs on record,N/A,
76561198987400304,6.0,Fallout: New Vegas,Recommended,The House Always Wins,57.3 hrs on record																					(49.3 hrs at review time),N/A,
76561198987400304,7.0,Femdom Waifu,Recommended,Boring,0.2 hrs on record,N/A,
76561198987400304,7.0,NEO Scavenger,Recommended,Worth the pain,18.8 hrs on record																					(11.5 hrs at review time),N/A,
76561198987400304,7.0,Figment,Recommended,"no, too boring and cringy to give it to a kid",0.5 hrs on record,N/A,
76561198987400304,7.0,Murdered: Soul Suspect,Recommended,- good concept but with wasted potential - nice story but predictable - good gameplay but repetitive - casual,14.0 hrs on record																					(7.0 hrs at review time),N/A,
76561198987400304,7.0,Oxenfree,Recommended,"nice, lightweight and a good use of unity",13.5 hrs on record																					(4.2 hrs at review time),N/A,
76561198987400304,7.0,This War of Mine,Recommended,repetitive but good game overall and the idea that they can't get used to murdering people after the second or the third time is a deal-breaker because of its repetitiveness humans are highly adaptable in such conditions.,12.0 hrs on record																					(6.5 hrs at review time),N/A,
76561199122194203,1.0,Warbox,Recommended,garbage,0.6 hrs on record																					(0.4 hrs at review time),N/A,
76561199122194203,1.0,Fistful of Frags,Recommended,i want to like this game i really do but jesus christ the movement and gunplay is torture,2.6 hrs on record,N/A,
76561199122194203,1.0,Tropico 4,Recommended,screw you and your ♥♥♥♥ launcher,0.1 hrs on record,N/A,
